,Cep,Rua,Bairro,Lat,Lng,latitudes,longitudes
941,58410003,Rua Benjamin Constant,Estação Velha,-229208441,-431795315,-7.2287497,-35.8846813
942,58410006,Rua Paulo de Frontin,Estação Velha,-254596766,-492146266,-7.2265804,-35.8797236
943,58410008,Praça João de Sousa Vasconcelos,Estação Velha,Nan,Nan,-7.2314038,-35.8866017
944,58410012,Rua Cazuza Barreto,Estação Velha,-72292689,-358838404,-7.2291388,-35.883779
945,58410022,Rua Santa Luzia,Estação Velha,-229096688,-431724068,-7.2307002,-35.8852679
946,58410024,Travessa Santa Luzia,Estação Velha,-5738027,-352877935,-7.2307002,-35.8852679
947,58410028,Travessa Santina Maria da Conceição,Estação Velha,-7231156799999990,-358852161,-7.2311448,-35.8852313
948,58410030,Rua Santina Maria da Conceição,Estação Velha,-7231156799999990,-358852161,-7.2311448,-35.8852313
949,58410034,Rua Goiás,Estação Velha,-239609397,-463280181,-7.2316593,-35.8853352
950,58410037,Travessa Prudente de Morais,Estação Velha,-130107919,-384924265,-7.2320665,-35.8853392
951,58410040,Rua Prudente de Morais,Estação Velha,-229853159,-432050341,-7.2318129,-35.8846118
952,58410045,Rua Estácio Tavares Wanderley,Estação Velha,-7232278499999990,-35886026,-7.232413,-35.885824
953,58410050,Rua Vice-Prefeito Antônio de Carvalho Sousa,Estação Velha,-72319997,-358859569,-7.2324282,-35.8860634
954,58410052,Rua Edgar Vilarim Meira,Estação Velha,-7231932700000000,-358869999,-7.2321779,-35.886898
955,58410062,Avenida Jornalista Assis Chateaubriand,Estação Velha,-7286331199999990,-358894251,-7.2569515,-35.8873517
956,58410064,Rua Promotora Terezinha Lopes de Moura,Estação Velha,Nan,Nan,-7.2414984,-35.8826863
957,58410066,Rua Paraíba,Estação Velha,-199329758,-43932744,-7.2334283,-35.8874197
958,58410068,Rua Bahia,Estação Velha,-235479181,-466607109,-7.2338882,-35.8903111
959,58410072,Rua Piauí,Estação Velha,-235454503,-46657417,-7.2343923,-35.8881235
960,58410075,Rua João Maria de Souza Ribeiro,Estação Velha,-72339484,-358872822,-7.2339496,-35.8872884
961,58410080,Rua João Caetano de Andrade,Estação Velha,Nan,Nan,-7.2314038,-35.8866017
962,58410082,Rua Severino Rodrigues de Albuquerque,Estação Velha,-72348597,-358865712,-7.2348602,-35.8869376
963,58410084,Travessa Severino Rodrigues de Albuquerque,Estação Velha,-72348597,-358865712,-7.2348602,-35.8869376
964,58410086,Travessa João Caetano de Andrade,Estação Velha,Nan,Nan,-7.2314038,-35.8866017
965,58410088,Rua Pedro Leal,Estação Velha,-7235355900000000,-358863766,-7.2353559,-35.8863766
966,58410090,Rua Luis Rodrigues de Albuquerque,Estação Velha,-72332765,-359322719,-7.2336904,-35.9321964
967,58410092,Rua Vinte e Quatro de Maio,Estação Velha,-22902193,-432610434,-7.2367564,-35.8859808
968,58410097,Rua Guilhermino Barbosa,Estação Velha,-7236978199999990,-358854811,-7.2365839,-35.8853907
969,58410100,Rua Guilhermino Barbosa,Catolé,-7236978199999990,-358854811,-7.2365839,-35.8853907
970,58410103,Rua Cazuza Barreto,Catolé,-72292689,-358838404,-7.2291388,-35.883779
971,58410105,Rua Paulo de Frontin,Catolé,-254596766,-492146266,-7.2265804,-35.8797236
972,58410112,Rua Coelho Lisboa,Catolé,-235483748,-465720245,-7.2262391,-35.8754534
973,58410115,Rua Luiz de Albuquerque Farias,Catolé,-72272322,-358760374,-7.2272322,-35.8760374
974,58410118,Rua Maria Minervina de Figueiredo,Catolé,-72177714,-359007063,-7.2286736,-35.8756837
975,58410120,Rua Antônio Telha,Catolé,-72273419,-358751006,-7.2285311,-35.8765587
976,58410122,Rua Senador Nereu Ramos,Catolé,-254574837,-492450321,-7.2284687,-35.8754335
977,58410124,Rua Olegário Mariano,Catolé,-235915477,-467103204,-7.2296743,-35.8758479
978,58410127,Rua Deputado Ascendino Moura,Catolé,-7229684599999990,-358748142,-7.2296846,-35.8748142
979,58410130,Rua Doutor João Honório de Melo,Catolé,-7229433299999990,-358733792,-7.2306053,-35.8748831
980,58410133,Rua Pedro Leão,Catolé,-9752345,-366683075,-7.2308013,-35.8766648
981,58410136,Rua José Guedes de Albuquerque,Catolé,-7232566800000000,-358771892,-7.2324892,-35.8769695
982,58410140,Rua João Lélis,Catolé,-7230760099999990,-35873947,-7.2316405,-35.8750294
983,58410143,Rua Inácio Marques da Silva,Catolé,-7232170299999990,-35874501,-7.2321703,-35.874501
984,58410146,Rua Amélia Vieira,Catolé,-72294633,-358711409,-7.2293388,-35.8709933
985,58410150,Rua João Pequeno,Catolé,-7233442399999990,-358773651,-7.2340415,-35.8780011
986,58410153,Rua Maestro Villa Lobos,Catolé,-234774605,-465985462,-7.2343217,-35.8760728
987,58410156,Rua Celestino Martins da Costa,Catolé,-7233232399999990,-358745678,-7.2334062,-35.8747847
988,58410163,Rua Raimundo Nonato de Araújo,Catolé,-7232391699999990,-358721956,-7.2336073,-35.8737963
989,58410165,Rua Anísio Rodrigues de Souza Campos,Catolé,-7235347399999990,-358756804,-7.2308923,-35.8797893
990,58410170,2ª Travessa Elpídio de Almeida,Catolé,-7236687099999990,-358754206,-7.227364,-35.8770194
991,58410173,Rua Eduardo de Oliveira Lobo,Catolé,-72367982,-358739048,-7.2366962,-35.8739283
992,58410175,Rua José Branco Ribeiro,Catolé,-7234442700000000,-358748583,-7.2350404,-35.8743526
993,58410178,Rua João Tavares de Brito,Catolé,-72344357,-35872677,-7.234394,-35.8725973
994,58410180,Rua Antônio de Souza Lopes,Catolé,-72333393,-358723408,-7.233353,-35.872326
995,58410183,Rua Francisco Lobo Filho,Catolé,-72333257,-358712924,-7.2330521,-35.8714544
996,58410185,Avenida Prefeito Severino Cabral,Catolé,-72435968,-358545918,-7.2307788,-35.8721498
997,58410188,Rua Severino Trindade,Catolé,-7234925,-358721857,-7.2348874,-35.8721738
998,58410191,Rua Doutor Joaquim Amorim Neto,Catolé,-7218922999999990,-358906325,-7.2167742,-35.8712144
999,58410193,Rua José Adnoste Roberto,Catolé,-7234397599999990,-358704033,-7.234872,-35.8710046
1000,58410196,Rua Maria de Lourdes Abrantes Pinto de Oliveira,Catolé,-72372592,-358718678,-7.2373147,-35.8718108
1001,58410200,Rua Basílio Araújo,Catolé,-7238033499999990,-35871569,-7.2381997,-35.8717781
1002,58410205,Rua Professora Eutécia Vital Ribeiro,Catolé,-72399133,-358721945,-7.238017,-35.8735708
1003,58410208,Rua Manoel Barros Filho,Catolé,-7239300000000000,-358742487,-7.2392726,-35.8742159
1004,58410210,Rua José de Brito Lira,Catolé,-72391743,-358751146,-7.2391743,-35.8751146
1005,58410215,Avenida Elpídio de Almeida,Catolé,-72388106,-358754782,-7.2374693,-35.8758336
1006,58410220,Rua Vereador José Targino,Catolé,-7227624100000000,-358795332,-7.2281261,-35.8794231
1007,58410223,Rua Antônio Guedes de Andrade,Catolé,-72284267,-358800518,-7.2285544,-35.8800089
1008,58410230,Rua José Dantas de Aguiar,Catolé,-7228825100000000,-358813038,-7.2291268,-35.8810808
1009,58410235,Rua Tomás Soares de Souza,Catolé,-7233551800000000,-35881782,-7.2332492,-35.8817916
1010,58410253,Rua João Francisco da Mota,Catolé,-7235907699999990,-358809973,-7.2359452,-35.8816075
1011,58410255,Rua Cristina Procópio Silva,Catolé,-72367677,-3588187300000000,-7.2367347,-35.8818406
1012,58410258,Rua Aluísio Cunha Lima,Catolé,-7237491100000000,-358815118,-7.2374911,-35.8815118
1013,58410260,Rua Cônsul Joseph Noujaim Habib Nacad,Catolé,-72383438,-358839706,-7.2369991,-35.8841314
1014,58410262,Praça Cônsul Joseph Noujaim Habib Nacad,Catolé,-72383438,-358839706,-7.2323246,-35.8829821
1015,58410265,Rua Inácio Pedro Diniz,Catolé,-72281771,-358771666,-7.2281771,-35.8771666
1016,58410268,Rua Ernesto Jerônimo de Farias,Catolé,-7228257900000000,-358774679,-7.2282579,-35.8774679
1017,58410270,Rua Leocádio Gomes Silva,Catolé,-72288016,-358781927,-7.2313417,-35.8791471
1018,58410272,Rua José Francisco Ramos,Catolé,-26341603,-488189666,-7.2294132,-35.8782023
1019,58410276,Rua Cícero Jacinto,Catolé,-7229104799999990,-358791087,-7.2280822,-35.8793933
1020,58410278,Rua José Pereira de Araújo,Catolé,-255128341,-4930268599999990,-7.2297551,-35.8786366
1021,58410280,Rua Francisco Camilo,Catolé,-231831262,-458425283,-7.2302146,-35.879128
1022,58410282,Travessa Prefeito Francisco Camilo,Catolé,-7230217100000000,-358791507,-7.2302146,-35.879128
1023,58410284,Rua Ariús,Catolé,-72309668,-358779057,-7.2312729,-35.8779081
1024,58410286,1ª Travessa Ariús,Catolé,-7232167500000000,-35878247,-7.2288006,-35.8779202
1025,58410288,2ª Travessa Ariús,Catolé,-7232167500000000,-35878247,-7.2288006,-35.8779202
1026,58410290,3ª Travessa Ariús,Catolé,-7232167500000000,-35878247,-7.2288062,-35.8779202
1027,58410292,4ª Travessa Ariús,Catolé,-7232167500000000,-35878247,-7.22881,-35.8779203
1028,58410294,5ª Travessa Ariús,Catolé,-7232167500000000,-35878247,-7.2288119,-35.8779203
1029,58410298,1ª Travessa Elpídio de Almeida,Catolé,-7234157,-35876494,-7.234157,-35.876494
1030,58410300,Rua Oito de Dezembro,Catolé,-229100285,-432406765,-7.23298,-35.8789592
1031,58410304,Travessa Oito de Dezembro,Catolé,-129340932,-384918932,-7.23298,-35.8789592
1032,58410306,Travessa Curemas,Catolé,Nan,Nan,-7.2327257,-35.8787823
1033,58410308,Rua Curemas,Catolé,-72317572,-358784969,-7.2317842,-35.8785139
1034,58410310,Rua Padre Anchieta,Catolé,-2543094,-492942995,-7.2317716,-35.8788577
1035,58410312,Travessa Padre Anchieta,Catolé,-148463603,-408303997,-7.2317716,-35.8788577
1036,58410313,2ª Travessa Padre Anchieta,Catolé,-148465651,-408297059,-7.2314908,-35.8801567
1037,58410314,Rua Padre Nóbrega,Catolé,-199167491,-439898512,-7.232356,-35.8792881
1038,58410316,3ª Travessa Padre Nóbrega,Catolé,-7232079000000000,-35878806,-7.232079,-35.878806
1039,58410318,2ª Travessa Padre Nóbrega,Catolé,-227044844,-476582546,-7.2320966,-35.8786693
1040,58410320,1ª Travessa Padre Nóbrega,Catolé,-227044844,-476582546,-7.2320966,-35.8786693
1041,58410326,Rua Maria Ouriques de Araújo,Catolé,Nan,Nan,-7.2308923,-35.8797893
1042,58410328,Rua Curemas II,Catolé,-7233495999999990,-358784636,-7.2334469,-35.878469
1043,58410330,Rua Músico Ovídio Leocádio,Catolé,-7230530700000000,-358790824,-7.2308923,-35.8797893
1044,58410332,Rua João da Penha Azevedo,Catolé,-72306068,-358797578,-7.2305911,-35.8797258
1045,58410334,Travessa João da Penha Azevedo,Catolé,-72306068,-358797578,-7.2305911,-35.8797258
1046,58410336,Rua João Benone de Andrade,Catolé,-72311143,-35879947,-7.2311143,-35.879947
1047,58410338,Travessa João Benome de Andrade,Catolé,-72311143,-35879947,-7.2311659,-35.8798376
1048,58410342,Travessa Vigário Calixto,Catolé,-7243378,-358791049,-7.2423336,-35.8791536
1049,58410345,Rua Manoel Belo,Catolé,-7231155200000000,-358818215,-7.2311011,-35.8812505
1050,58410348,Rua Conselheiro Joaquim Barbosa Silva,Catolé,-72317297,-35881767,-7.2317297,-35.881767
1051,58410350,Rua Cristino Colaço,Catolé,-7232334199999990,-358817502,-7.2323342,-35.8817502
1052,58410357,Rua Joselita Reis Brasileiro,Catolé,-7233546899999990,-35881688,-7.2335469,-35.881688
1053,58410363,Rua Erasmo Cabral de Aquino,Catolé,-72335226,-358802624,-7.2337884,-35.8802491
1054,58410367,Rua Maria Aparecida Carneiro,Catolé,-72217383,-35906168,-7.2346855,-35.8816135
1055,58410370,Rua João Quirino,Catolé,-72350337,-358795405,-7.2350989,-35.8805618
1056,58410373,Rua Hidraildes Costa de Carvalho,Catolé,Nan,Nan,-7.2308923,-35.8797893
1057,58410380,Rua José Evaristo Barbosa,Catolé,-7235893600000000,-358769163,-7.2358288,-35.8769283
1058,58410383,Rua Epaminondas Câmara,Catolé,-7235893600000000,-358769163,-7.2337395,-35.8774105
1059,58410385,Rua Vinte e Um de Fevereiro,Catolé,-237003071,-4649925959999990,-7.2360779,-35.8774309
1060,58410387,Rua Gilson Marinho da Silva,Catolé,-7231630200000000,-359052865,-7.2314264,-35.9052822
1061,58410390,Rua Doutor Gutemberg Uchôa de Araújo,Catolé,-7235851999999990,-358775245,-7.2360779,-35.8774309
1062,58410393,Rua Barão da Passagem,Catolé,-235243673,-467252319,-7.2380375,-35.8771629
1063,58410407,Rua Sebastião Vieira da Silva,Catolé,-72414099,-358785017,-7.2357532,-35.8782572
1064,58410410,Rua Luiza Bezerra Motta,Catolé,-72383207,-358814583,-7.2382382,-35.8814673
1065,58410415,Rua Vinte e Quatro de Maio,Catolé,-22902193,-432610434,-7.2367564,-35.8859808
1066,58410425,Rua João Bezerra Paz,Catolé,-72427436,-358853387,-7.2427538,-35.8853372
1067,58410428,Rua Venezuela,Catolé,-199515926,-439364837,-7.2480961,-35.88684
1068,58410430,Rua Alderico Pessoa de Oliveira,Catolé,-72458272,-358843051,-7.2461464,-35.8842704
1069,58410433,Rua João Capiba,Catolé,Nan,Nan,-7.2435644,-35.8852137
1070,58410435,Rua General Canrobert,Catolé,-236288742,-465132974,-7.2308923,-35.8797893
1071,58410440,Rua Fernando Barbosa de Melo,Catolé,-7241491099999990,-358813498,-7.2414924,-35.8813654
1072,58410455,Rua Sindicalista Moisés Lira Braga,Catolé,-72397607,-358807006,-7.2308923,-35.8797893
1073,58410457,Rua Frei Tito,Catolé,-199200277,-440716896,-7.2405133,-35.879967
1074,58410460,Rua Valdemira Emília Pinto,Catolé,-72421815,-35880588,-7.2421815,-35.880588
1075,58410463,Rua João Vidal de Negreiros,Catolé,-7242801399999990,-3588056,-7.2308923,-35.8797893
1076,58410468,Rua Lino Galdino de Almeida,Catolé,-7242026099999990,-35882788,-7.2424425,-35.882769
1077,58410470,Rua Geraldo Soares de Almeida,Catolé,-7242319099999990,-358834699,-7.2423345,-35.883469
1078,58410475,Rua Maria de Souza Ribeiro,Catolé,-72339484,-358872822,-7.2431322,-35.8812831
1079,58410478,Rua Manoel de Barros,Catolé,-235050197,-465247108,-7.2436439,-35.8788019
1080,58410480,Rua Luiz Sodré Filho,Catolé,-72442483,-35878246,-7.2442325,-35.8796863
1081,58410483,Rua Coronel Honorato da Costa Agra,Catolé,-7245834200000000,-358798638,-7.2458342,-35.8798638
1082,58410485,Rua Nazinha Góes Albuquerque,Catolé,-72457695,-358790335,-7.2457927,-35.8787907
1083,58410488,Rua Maria de Lourdes Aguiar Loureiro,Catolé,-72469337,-358804677,-7.2469337,-35.8804677
1084,58410490,Rua Francisco Guedes de Moura,Catolé,-7245743500000000,-358807602,-7.2457435,-35.8807602
1085,58410493,Rua José Tokaipp,Catolé,-72468701,-358811089,-7.2468747,-35.8810655
1086,58410495,Rua Deputado Djalma Marinho,Catolé,-57264975,-352600005,-7.2456786,-35.8813892
1087,58410500,Rua Álvaro Mirapalheta,Catolé,-7247539599999990,-358807329,-7.2475492,-35.8805897
1088,58410503,Rua Juiz Pedro Nogueira de Moraes,Catolé,-72482788,-358806116,-7.2308923,-35.8797893
1089,58410505,Rua Tenente Adelino Barbosa de Melo,Catolé,-7249680400000000,-358796506,-7.2498625,-35.8796202
1090,58410510,Rua José Eudócio Leite,Catolé,-72494304,-358820803,-7.249271,-35.8812585
1091,58410518,Rua Moisés Misael de Paula,Catolé,-72441859,-358829455,-7.2441859,-35.8829455
1092,58410520,Rua Jardelino Pinto Brandão,Catolé,-7244856599999990,-358826748,-7.2448776,-35.8829172
1093,58410523,Rua Terezinha de Farias,Catolé,-7244945699999990,-358837015,-7.2445984,-35.8837314
1094,58410525,Rua Severina Ramos de Andrade,Catolé,-72446979,-358849831,-7.2448926,-35.8849642
1095,58410528,Rua Tabelião Severino Lucas de Lacerda,Catolé,-72449657,-35885526,-7.2450382,-35.885513
1096,58410530,Rua Humberto Batista de Lima,Catolé,-72457658,-358836392,-7.2457231,-35.8839788
1097,58410532,Rua João Albuquerque Santiago,Catolé,-72464656,-358842357,-7.2464656,-35.8842357
1098,58410535,Rua Nossa Senhora Aparecida,Catolé,-27578646,-486091158,-7.2468558,-35.8850616
1099,58410538,Travessa Alderico Pessoa de Oliveira,Catolé,-72458272,-358843051,-7.2461464,-35.8842704
1100,58410540,Rua Irmã Dulce,Catolé,-129939304,-38486592,-7.248012,-35.884743
1101,58410542,Rua Lucas Arruda,Catolé,-72482182,-358846392,-7.2482182,-35.8846392
1102,58410543,Travessa Lucas Arruda,Catolé,-72476755,-358846798,-7.2476755,-35.8846798
1103,58410545,Rua Cristo Redentor,Catolé,-236100721,-465925423,-7.248287,-35.8854092
1104,58410547,Rua São Judas Tadeu,Catolé,-236868868,-465067351,-7.2487751,-35.8849316
1105,58410550,Rua José Soares de Santana,Catolé,-72488759,-35882691,-7.248801,-35.8823819
1106,58410552,Travessa José Soares de Santana,Catolé,-72488759,-35882691,-7.248801,-35.8823819
1107,58410563,Rua Miguel Rodrigues Dantas,Catolé,-72471239,-358841801,-7.2470898,-35.8838491
1108,58410568,Rua Ana Paula Duarte de Medeiros,Catolé,Nan,Nan,-7.248863,-35.8826889
1109,58410575,Rua Manoel Alves de Oliveira,Catolé,-7249951299999990,-358810307,-7.249938,-35.8809665
1110,58410600,Rua Vigário Calixto,Sandra Cavalcante,-7243378,-358791049,-7.2423336,-35.8791536
1111,58410603,Rua Luiza Bezerra Motta,Sandra Cavalcante,-72383207,-358814583,-7.2383174,-35.8813678
1112,58410606,Rua Barão da Passagem,Sandra Cavalcante,-235243673,-467252319,-7.2381156,-35.8770591
1113,58410610,Rua Cícera Diniz da Silva,Sandra Cavalcante,-72386358,-358775204,-7.2386358,-35.8775204
1114,58410612,Rua Sebastião Vieira da Silva,Sandra Cavalcante,-72414099,-358785017,-7.2409243,-35.8785225
1115,58410620,Rua Olívio Rique Ferreira,Sandra Cavalcante,-16691656,-49266451,-7.24491,-35.874339
1116,58410634,Rua Manoel Barros Filho,Sandra Cavalcante,-7239300000000000,-358742487,-7.2392726,-35.8742159
1117,58410637,Rua Basílio Araújo,Sandra Cavalcante,-7238033499999990,-35871569,-7.2381997,-35.8717781
1118,58410640,Avenida Prefeito Severino Cabral,Sandra Cavalcante,-72435968,-358545918,-7.2432413,-35.8552961
1119,58410653,Rua Otacílio Nepomuceno,Sandra Cavalcante,-72337651,-358730966,-7.2379625,-35.8697171
1120,58410666,Avenida Senador Argemiro de Figueiredo,Sandra Cavalcante,-72574081,-358770437,-7.2578489,-35.8773555
1121,58410670,Rua Professora Eutécia Vital Ribeiro,Sandra Cavalcante,-72399133,-358721945,-7.2399133,-35.8721945
1122,58410672,Rua Salvino de Araújo Sampaio,Sandra Cavalcante,-7241177800000000,-35872069,-7.2411778,-35.872069
1123,58410675,Rua Alfredo Farias Pimentel,Sandra Cavalcante,-72408382,-358733048,-7.240679,-35.8731549
1124,58410678,Rua Alfredo Queiroz,Sandra Cavalcante,-72410945,-358738935,-7.2410945,-35.8738935
1125,58410680,Rua Agenor Cavalcanti Vasconcelos,Sandra Cavalcante,-72410945,-358738935,-7.2410945,-35.8738935
1126,58410685,Avenida Antônio Villarim,Sandra Cavalcante,-7242264899999990,-358729246,-7.2422696,-35.8729246
1127,58410687,Rua Geraldo Porto,Sandra Cavalcante,-7118483899999990,-348423501,-7.2422804,-35.8720237
1128,58410690,Rua Matias Vasconcelos da Costa,Sandra Cavalcante,-72432243,-3587210270000000,-7.2436812,-35.8717114
1129,58410693,Rua Joaquim Medeiros,Sandra Cavalcante,-7242658799999990,-358733897,-7.2426635,-35.8733897
1130,58410694,Travessa Joaquim Medeiros,Sandra Cavalcante,-7242658799999990,-358733897,-7.2426635,-35.8733897
1131,58410696,Rua Honório Cabral da Silva,Sandra Cavalcante,-72447162,-358726426,-7.2447209,-35.8726426
1132,58410698,Praça Engenheiro Roberto Palomo,Sandra Cavalcante,Nan,Nan,-7.2442274,-35.874169
1133,58410700,Rua José Nery de Lucena,Sandra Cavalcante,-72459471,-358728368,-7.2455513,-35.8729432
1134,58410703,Rua Rosângela dos Santos Vidal,Sandra Cavalcante,-7245285399999990,-358725269,-7.2452877,-35.8725269
1135,58410706,Rua Pablo Neruda,Sandra Cavalcante,387787227,"-9,15890589999999E+015",-7.246258,-35.872337
1136,58410710,Rua Mário da Costa Agra,Sandra Cavalcante,-72459471,-358728368,-7.2455513,-35.8729432
1137,58410713,Rua do Triângulo,Sandra Cavalcante,-36820292,-4035104750000000,-7.2469662,-35.8728571
1138,58410716,Rua Alfredo Ferreira Bastos,Sandra Cavalcante,-7247485999999990,-358727242,-7.2474115,-35.8723127
1139,58410720,Rua Isabel Barbosa de Araújo,Sandra Cavalcante,-7248118699999990,-35872537,-7.2480793,-35.8723361
1140,58410723,Rua Deputado José Aurélio,Sandra Cavalcante,-724885,-358724633,-7.24885,-35.8724633
1141,58410725,Avenida Elpídio de Almeida,Sandra Cavalcante,-72388106,-358754782,-7.2387331,-35.8754983
1142,58410730,Rua Hugo Andrade Amorim,Sandra Cavalcante,-7240608900000000,-358768265,-7.2406089,-35.8768265
1143,58410733,Rua Arthur Ferreira de Castro,Sandra Cavalcante,-72416512,-358754891,-7.2416512,-35.8754891
1144,58410736,Rua Claudino Ramos Colaço,Sandra Cavalcante,Nan,Nan,-7.2411179,-35.8762633
1145,58410738,Rua Giocondo Dias,Sandra Cavalcante,-230209497,-434837457,-7.2410823,-35.8769342
1146,58410740,Rua Doutora Neusa Brilhante,Sandra Cavalcante,-7241530699999990,-358775079,-7.2415307,-35.8775079
1147,58410743,Rua Denise Alves de Medeiros,Sandra Cavalcante,-72415672,-358768214,-7.2415855,-35.8764867
1148,58410745,Rua Fernando Barbosa de Melo,Sandra Cavalcante,-7241491099999990,-358813498,-7.2413358,-35.8785051
1149,58410755,Rua Alzira Figueirêdo,Sandra Cavalcante,-72428605,-358764241,-7.2653172,-35.8743294
1150,58410757,Travessa Sebastião Vieira da Silva,Sandra Cavalcante,-72414099,-358785017,-7.2409243,-35.8785225
1151,58410760,Rua Professor Clóvis de Oliveira,Sandra Cavalcante,-7243407099999990,-358775735,-7.2434071,-35.8775735
1152,58410762,Travessa Pedro Aragão,Sandra Cavalcante,-7243859400000000,-358775754,-7.2438594,-35.8775754
1153,58410765,Rua Pedro Aragão,Sandra Cavalcante,-7243859400000000,-358775754,-7.2438594,-35.8775754
1154,58410767,Rua Josefa Taveira da Silva,Sandra Cavalcante,-7243931799999990,-358764624,-7.2439318,-35.8764624
1155,58410770,Rua Luiz Sodré Filho,Sandra Cavalcante,-72442483,-35878246,-7.2443955,-35.8764455
1156,58410773,Rua Josué Sobreira de Carvalho,Sandra Cavalcante,-72436716,-358762306,-7.2444063,-35.87647
1157,58410775,Rua Quintino Leôncio de Castro,Sandra Cavalcante,-72433302,-35875261,-7.2433349,-35.875261
1158,58410778,Rua Pastor Ximenes,Sandra Cavalcante,-72436811,-358759047,-7.240572,-35.8771898
1159,58410780,Rua Ascendino Oliveira,Sandra Cavalcante,-7244493500000000,-358759041,-7.2436811,-35.8759047
1160,58410783,Rua Florípedes Pontes,Sandra Cavalcante,-7244127,-35875568,-7.2436841,-35.8755801
1161,58410786,Rua João Almeida Barreto,Sandra Cavalcante,-7243672699999990,-358752481,-7.2441079,-35.8752546
1162,58410790,Rua Severino Pereira de Castro,Sandra Cavalcante,-72436751,-358749305,-7.2436767,-35.8746003
1163,58410793,Rua Levi Menezes,Sandra Cavalcante,-72441856,-358749261,-7.2440627,-35.874927
1164,58410800,Rua José Lucas Neto,Sandra Cavalcante,-7245276199999990,-358740365,-7.2452809,-35.8740365
1165,58410803,Rua Alice Luna Pequeno,Sandra Cavalcante,-72459471,-358728368,-7.2461156,-35.8735121
1166,58410805,Rua Gercino Farias Leite,Sandra Cavalcante,-7246212,-358744826,-7.246212,-35.8744826
1167,58410810,Rua Tereza Nogueira Arruda,Sandra Cavalcante,-7246229500000000,-358750844,-7.2462295,-35.8750844
1168,58410813,Rua Edmundo Pereira de Farias,Sandra Cavalcante,-7246117700000000,-358756751,-7.24491,-35.874339
1169,58410815,Rua Petrônio Figueiredo,Sandra Cavalcante,-71307239,-349329951,-7.2447897,-35.8766723
1170,58410817,Rua Francisco Zeca Silva,Sandra Cavalcante,-72460202,-358762434,-7.1865363,-35.9035731
1171,58410820,Rua Professora Severina Ramos da Silva,Sandra Cavalcante,-72446883,-358758457,-7.24491,-35.874339
1172,58410830,Rua Nazinha Góes Albuquerque,Sandra Cavalcante,-72457695,-358790335,-7.2458158,-35.8785479
1173,58410832,Rua Lenise Alves de Medeiros,Sandra Cavalcante,-72474868,-358784402,-7.2466513,-35.8784941
1174,58410835,Rua Doutor Wilson Furtado,Sandra Cavalcante,Nan,Nan,-7.240293,-35.864109
1175,58410837,Rua João de Lemos Pessoa,Sandra Cavalcante,-72467472,-358778305,-7.2466923,-35.8778333
1176,58410839,Rua Petronila de Farias,Sandra Cavalcante,-7247561199999990,-358771992,-7.2467443,-35.8770903
1177,58410841,Rua Izabel Silveira Guimarães,Sandra Cavalcante,-7246697800000000,-358764942,-7.2460111,-35.8763282
1178,58410843,Rua Jaime Barbosa da Silva,Sandra Cavalcante,-72471014,-358758418,-7.2471014,-35.8758418
1179,58410845,Rua Beatriz Ernesto Leal de Melo,Sandra Cavalcante,Nan,Nan,-7.24491,-35.874339
1180,58410855,Rua Doutor Paulo Ramos Figueiredo,Sandra Cavalcante,-72498182,-358745224,-7.2498813,-35.8748893
1181,58410858,Rua Fernando Gomes de Araújo,Sandra Cavalcante,-72515512,-358758205,-7.2500892,-35.8760989
1182,58410863,Rua Severino Fernandes de Oliveira,Sandra Cavalcante,-7250931500000000,-358766277,-7.2509315,-35.8766277
1183,58410865,Rua Valeriano Ferreira de Melo,Sandra Cavalcante,-72484069,-3587732,-7.2484069,-35.87732
1184,58410868,Rua Júlio Ferreira Tavares,Sandra Cavalcante,-7250356300000000,-358774147,-7.249295,-35.8776121
1185,58410870,Rua Adolfo José Amaral,Sandra Cavalcante,-72501324,-358781302,-7.249425,-35.8782626
1186,58410875,Rua Engenheiro Saturnino de Brito Filho,Sandra Cavalcante,-72513448,-358790935,-7.24491,-35.874339
1187,58410878,Rua Antônio Bonifácio Alves,Sandra Cavalcante,-7250205999999990,-358735924,-7.24491,-35.874339
1188,58410900,Avenida Prefeito Severino Cabral 1200,Catolé,-7234871999999990,-358702119,-7.2342129,-35.8694684
1189,58411000,Rua Engenheiro Saturnino de Brito Filho,Itararé,-72513448,-358790935,-7.253435,-35.8797893
1190,58411005,Rua Sandra Vasconcelos Pereira de Melo,Itararé,-72511611,-358742071,-7.2511611,-35.8742071
1191,58411008,Rua Professor Itan Pereira,Itararé,-72175305,-359233758,-7.217508,-35.923411
1192,58411010,Rua Alvino de Farias Pimentel,Itararé,-7251871899999990,-3587448550000000,-7.2518719,-35.8744855
1193,58411012,Rua José Carlos Cirino,Itararé,-72525621,-358744065,-7.2525426,-35.8743112
1194,58411015,Rua José Zilton Uchôa,Itararé,-72526775,-358749275,-7.2526775,-35.8749275
1195,58411018,Rua Fernando Gomes de Araújo,Itararé,-72515512,-358758205,-7.2514731,-35.8758452
1196,58411020,Avenida Senador Argemiro de Figueiredo,Itararé,-72574081,-358770437,-7.2544671,-35.8760221
1197,58411030,Rua Agente de Investigação José Severiano do Nascimento,Itararé,-7253281800000000,-358759755,-7.2532818,-35.8759755
1198,58411035,Rua Gaudêncio da Silva Queiroz,Itararé,Nan,Nan,-7.253435,-35.8797893
