,Cep,Rua,Bairro,Lat,Lng,latitudes,longitudes
1199,58411040,Rua Benício Ribeiro de Brito,Itararé,-72542474,-358775346,-7.2541944,-35.8772589
1200,58411046,Rua Doutor Gilvan Barbosa,Itararé,-7253573200000000,-35877398,-7.2535732,-35.877398
1201,58411050,Rua Nely de Medeiros Oliveira,Itararé,Nan,Nan,-7.253435,-35.8797893
1202,58411052,Rua Major Souza Santos,Itararé,-7252444999999990,-358776054,-7.252716,-35.8775514
1203,58411055,Rua Doutor Aroldo Cruz,Itararé,-72529304,-358772051,-7.2529304,-35.8772051
1204,58411058,Rua Severino Fernandes de Oliveira,Itararé,-7250931500000000,-358766277,-7.2509693,-35.8766214
1205,58411060,Rua Júlio Ferreira Tavares,Itararé,-7250356300000000,-358774147,-7.2516954,-35.8771401
1206,58411065,Rua João Silveira Guimarães,Itararé,-72518062,-358777334,-7.2518553,-35.8780063
1207,58411070,Rua Vigário Calixto,Itararé,-7243378,-358791049,-7.2494792,-35.8789698
1208,58411075,Rua Doutor Romero Borborema de Souza,Itararé,-72545085,-358774871,-7.2547697,-35.8774407
1209,58411078,Rua Hênio Azevedo,Itararé,Nan,Nan,-7.253435,-35.8797893
1210,58411100,Rua Professor Antônio Mangabeira,Itararé,-72510891,-358801452,-7.2510423,-35.879896
1211,58411108,Rua Pedro Clementino,Itararé,-7250671,-358804062,-7.2506875,-35.880496
1212,58411110,Rua José Montano Leite,Itararé,-7250282700000000,-358808361,-7.2502323,-35.8805723
1213,58411112,Rua Francisco Alves Pereira,Itararé,-234614304,-46668356,-7.2508677,-35.8814772
1214,58411114,Rua Manoel Alves de Oliveira,Itararé,-7249951299999990,-358810307,-7.2502446,-35.88254
1215,58411116,Rua Wilson Gonçalves de Oliveira,Itararé,Nan,Nan,-7.250465,-35.882066
1216,58411118,Rua José Félix da Silva,Itararé,-236037263,-466251012,-7.2512097,-35.8827777
1217,58411120,Rua Professora Maria José Lira,Itararé,-7251343100000000,-358834422,-7.2513431,-35.8834422
1218,58411125,Avenida Saulo Correia Meneses,Itararé,-72548236,-358827306,-7.2541958,-35.8827906
1219,58411130,Rua Professor Emílio Araújo Chaves,Itararé,-72534336,-358837802,-7.2538899,-35.8837143
1220,58411135,Rua Rita Alves Ramos,Itararé,-72534809,-35884462,-7.2539743,-35.8843867
1221,58411140,Rua Manoel Paulino,Itararé,-7120364500000000,-348488092,-7.2541581,-35.8850184
1222,58411143,Rua Afonso Pereira Gonzaga,Itararé,-72536288,-358857057,-7.2536047,-35.8854084
1223,58411145,Rua do Juá,Itararé,-23612661,-466354209,-7.2561681,-35.8863242
1224,58411150,Rua Pedro Soares da Silva,Itararé,-7254406800000000,-358839797,-7.2544068,-35.8839797
1225,58411153,Rua Sinhazinha Celino,Itararé,-7255220199999990,-358852634,-7.2552202,-35.8852634
1226,58411160,Avenida João Wallig,Itararé,-300210294,-511638536,-7.258544,-35.9021853
1227,58411170,Avenida João Wallig,Distrito Industrial,-300210294,-511638536,-7.2576664,-35.8898664
1228,58411190,Avenida José Hamilton Alves,Distrito Industrial,Nan,Nan,-7.2614659,-35.8906889
1229,58411194,Rua Maria Vera Lúcia da Costa,Distrito Industrial,-7261215099999990,-359025435,-7.2612464,-35.9024706
1230,58411197,Rua José Vieira de Souza,Distrito Industrial,-275159853,-486493247,-7.2609384,-35.9021492
1231,58411200,Rua Arnóbio Muniz de Albuquerque,Distrito Industrial,-72606917,-359001366,-7.2606917,-35.9001366
1232,58411203,Travessa Arnóbio Muniz de Albuquerque,Distrito Industrial,-7261912399999990,-359015939,-7.2614827,-35.9016543
1233,58411210,Rua Raul Seixas,Distrito Industrial,-198973118,-439981763,-7.262015,-35.9011302
1234,58411212,Rua Rosa Farias Dantas,Distrito Industrial,-7258532499999990,-359010038,-7.25875,-35.9009954
1235,58411217,Rua Farmacêutico João Nóbrega,Distrito Industrial,-72568419,-359005236,-7.2606917,-35.9001366
1236,58411220,Rua Edésio Leitão,Distrito Industrial,Nan,Nan,-7.2614659,-35.8906889
1237,58411235,Rua João Joviano de Medeiros,Distrito Industrial,-72584046,-358996545,-7.2586168,-35.8996349
1238,58411240,Rua Augusto Severiano,Distrito Industrial,-7259659199999990,-358988135,-7.2605178,-35.8987229
1239,58411255,Rua Tânia Margarida Aires Maciel,Distrito Industrial,-72594083,-358967702,-7.2614659,-35.8906889
1240,58411260,Rua Joseph Noury,Distrito Industrial,-7260358699999990,-35897406,-7.2614659,-35.8906889
1241,58411263,Rua Manoel Ferreira de Lima,Distrito Industrial,-223387424,-491134002,-7.2593999,-35.8967607
1242,58411266,Rua Salvino Figueiredo Neto,Distrito Industrial,-72632938,-358952673,-7.2614659,-35.8906889
1243,58411330,Avenida Francisco Amaro de Lima,Distrito Industrial,-7262234599999990,-359020574,-7.2622346,-35.9020574
1244,58411340,Avenida Henrique Alexandrino de Melo,Distrito Industrial,Nan,Nan,-7.2614659,-35.8906889
1245,58411350,Rua Severino Procópio de Souto,Distrito Industrial,-72666441,-358929138,-7.2666167,-35.8926825
1246,58411360,Rua Doutor Cláudio Porto,Distrito Industrial,Nan,Nan,-7.1850846,-34.8668006
1247,58411365,Rua Capitão Aldano,Distrito Industrial,-7263857,-358917212,-7.263857,-35.8917212
1248,58411370,Avenida Aeroclube,Distrito Industrial,-20451328,-546397233,-7.2641191,-35.8916917
1249,58411375,Rua Radialista Geraldo Batista,Distrito Industrial,Nan,Nan,-7.2614659,-35.8906889
1250,58411390,Rua Francisco Januário de Lacerda,Distrito Industrial,-71896049,-359034685,-7.2671618,-35.8896613
1251,58411400,Rua Josefa de Morais Maia,Distrito Industrial,-7263857,-358917212,-7.263857,-35.8917212
1252,58411406,Rua Maria da Conceição Cunha,Distrito Industrial,-7258602799999990,-359016974,-7.2614827,-35.9016543
1253,58411420,Rua Herbert Muller,Distrito Industrial,-7260111999999990,-358900638,-7.260112,-35.8900638
1254,58411430,Rua Euvaldo Lodi,Distrito Industrial,-16656351,-492433098,-7.2617367,-35.888477
1255,58411435,Rua Severino Cavalcanti de Albuquerque,Distrito Industrial,Nan,Nan,-7.2614659,-35.8906889
1256,58411450,Avenida Jornalista Assis Chateaubriand,Distrito Industrial,-7286331199999990,-358894251,-7.2647664,-35.8874028
1257,58411500,Rua Barão de Mauá,Distrito Industrial,-234729778,-465305213,-7.2650576,-35.8855409
1258,58411550,Rua Doutor Manoel de Abreu,Distrito Industrial,-236323123,-465594532,-7.2612133,-35.8834909
1259,58411560,Rua Doutor Djalma Herculano Porto,Distrito Industrial,-7258805100000000,-358829517,-7.2587985,-35.8826572
1260,58411570,Rua José Ermírio de Moraes,Distrito Industrial,-234485229,-46614878,-7.2614659,-35.8906889
1261,58411600,Avenida Senador Argemiro de Figueiredo,Distrito Industrial,-72574081,-358770437,-7.274784,-35.8871841
1262,58414000,Avenida Professor Almeida Barreto,Liberdade,-72292383,-358978557,-7.2294075,-35.8993513
1263,58414010,Rua Minas Gerais,Liberdade,-235545204,-466640652,-7.2302683,-35.8917801
1264,58414013,Rua Belarmino da Silva Amorim,Liberdade,-72302146,-358925478,-7.2302146,-35.8925478
1265,58414020,Rua Santa Filomena,Liberdade,-237037028,-465509114,-7.2315715,-35.893234
1266,58414025,Rua Rio Grande do Sul,Liberdade,-199223726,-439464224,-7.2315723,-35.8921784
1267,58414030,Rua Espírito Santo,Liberdade,-235682808,-466305701,-7.2384539,-35.8918461
1268,58414035,Rua Santa Catarina,Liberdade,411534775,-8604749199999990,-7.2429091,-35.8905571
1269,58414040,Rua Sergipe,Liberdade,-199330183,-43936921,-7.2412248,-35.8900889
1270,58414042,Rua Santa Maria,Liberdade,326479337,-169009359,-7.2309506,-35.90009
1271,58414043,Rua Rio Grande do Norte,Liberdade,-199339148,-439316212,-7.2306097,-35.8909773
1272,58414050,Rua São Paulo,Liberdade,-235568322,-46629797,-7.2329628,-35.8902471
1273,58414055,Rua Martins Júnior,Liberdade,-234864488,-467018247,-7.2330362,-35.8896453
1274,58414058,Rua Paraíba,Liberdade,-199329758,-43932744,-7.2332293,-35.8880743
1275,58414060,Avenida Jornalista Assis Chateaubriand,Liberdade,-7286331199999990,-358894251,-7.2426304,-35.8878647
1276,58414063,Rua Dom Anselmo de Pietrula,Liberdade,-285046256,-490544364,-7.2361965,-35.8889725
1277,58414070,Rua Martins Júnior,Liberdade,-234864488,-467018247,-7.2330362,-35.8896453
1278,58414075,Rua São Paulo,Liberdade,-235568322,-46629797,-7.2329628,-35.8902471
1279,58414080,Rua Rio de Janeiro,Liberdade,-199264516,-439406569,-7.2324716,-35.8918351
1280,58414082,Travessa Bahia,Liberdade,-109161419,-370713701,-7.2339066,-35.8904794
1281,58414085,Rua Pernambuco,Liberdade,-235424442,-466620512,-7.2333954,-35.8919883
1282,58414090,Rua Bahia,Liberdade,-235479181,-466607109,-7.2339066,-35.8904794
1283,58414100,Rua Alagoas,Liberdade,-199338841,-439357743,-7.2349511,-35.8925713
1284,58414103,Rua Santa Joana,Liberdade,406375931,-86079896,-7.2227903,-35.8720348
1285,58414105,Rua Pará,Liberdade,-235488552,-466595169,-7.2357329,-35.8904219
1286,58414110,Rua Pedro Leal,Liberdade,-7235355900000000,-358863766,-7.2354554,-35.8872653
1287,58414120,Rua Gilberto Pereira,Liberdade,-7234928099999990,-35892853,-7.2349324,-35.8928347
1288,58414125,Travessa Getúlio Cavalcante,Liberdade,-7245114800000000,-358942268,-7.2393506,-35.8948889
1289,58414132,1ª Travessa Doutor Edésio Silva,Liberdade,-7233560799999990,-3589324149999990,-7.2335608,-35.8932415
1290,58414134,2ª Travessa Doutor Edésio Silva,Liberdade,-7233560799999990,-3589324149999990,-7.2335608,-35.8932415
1291,58414140,Rua Riachuelo,Liberdade,-229149302,-431868086,-7.2380388,-35.893504
1292,58414142,Travessa Riachuelo,Liberdade,-229553984,-465443185,-7.2380388,-35.893504
1293,58414150,Rua Severino Pimentel,Liberdade,-72425051,-358937133,-7.2428949,-35.8936642
1294,58414152,1ª Travessa Severino Pimentel,Liberdade,-7234050700000000,-358947241,-7.2340507,-35.8947241
1295,58414154,2ª Travessa Severino Pimentel,Liberdade,-7234050700000000,-358947241,-7.2340507,-35.8947241
1296,58414160,Rua Odon Bezerra,Liberdade,-7235946800000000,-358929891,-7.2359468,-35.8929891
1297,58414200,Rua Almirante Barroso,Liberdade,-239577951,-463366119,-7.2368932,-35.8974681
1298,58414203,Praça Geralda de Fátima Maia Paiva,Liberdade,-7253627499999990,-359247727,-7.2374259,-35.8947759
1299,58414205,Rua Waldeci Bento da Silva,Liberdade,Nan,Nan,-7.2374259,-35.8947759
1300,58414208,Rua Josefina Maria da Conceição,Liberdade,-72396593,-358987413,-7.2396593,-35.8987413
1301,58414213,Rua Josef Thomas,Liberdade,-7241431400000000,-358994398,-7.2417981,-35.89903
1302,58414215,Rua Pastor João Noberto da Silva,Liberdade,-72408916,-35899522,-7.240524,-35.899419
1303,58414218,Rua Virgílio Pereira da Silva,Liberdade,-217832721,-434096634,-7.2413722,-35.8989552
1304,58414220,Rua José Dorotéia Dutra,Liberdade,-72409422,-358985434,-7.2409422,-35.8985434
1305,58414225,Rua Pedro Brasil,Liberdade,-7242788099999990,-358978654,-7.2432737,-35.8978111
1306,58414227,Travessa Pedro Brasil,Liberdade,-7242788099999990,-358978654,-7.2432737,-35.8978111
1307,58414230,Rua Manoel Leonardo Gomes,Liberdade,-7246136999999990,-358968072,-7.2471703,-35.8966919
1308,58414233,Rua Severino Galileu,Liberdade,-7245346899999990,-358962207,-7.2444838,-35.8963166
1309,58414235,Rua Jovino Sobreira de Carvalho,Liberdade,-7245259399999990,-3589556,-7.2419268,-35.895923
1310,58414238,Rua Cassiano Pereira,Liberdade,-72459025,-358948293,-7.2465473,-35.8947422
1311,58414240,Rua Nereu Pereira,Liberdade,-7214725999999990,-358955291,-7.2150194,-35.8947942
1312,58414245,Rua Getúlio Cavalcante,Liberdade,-7245114800000000,-358942268,-7.2393506,-35.8948889
1313,58414255,Rua Doutor Edésio Silva,Liberdade,-7243096100000000,-358921015,-7.2414796,-35.8923069
1314,58414260,Rua Acre,Liberdade,-22899155,-4318141809999990,-7.2372322,-35.8916169
1315,58414280,Avenida Amazonas,Liberdade,-53677886,-491081623,-7.2396624,-35.893326
1316,58414285,Rua Prefeito Antônio Luiz Coutinho,Liberdade,-7244442200000000,-358884102,-7.2410836,-35.8888239
1317,58414288,Rua Maranhão,Liberdade,-235442514,-466576258,-7.2402306,-35.8895483
1318,58414300,Rua Papa João XXIII,Liberdade,-29955923,-510935435,-7.2420523,-35.8957068
1319,58414315,Rua Manoel de Freitas Ramos,Liberdade,-72446872,-358981712,-7.2438129,-35.8983175
1320,58414317,Rua João Martins Guimarães,Liberdade,-72419106,-358998231,-7.2421391,-35.8996323
1321,58414320,Rua Jesuíno Alves Correia,Liberdade,-72459677,-35898362,-7.2461209,-35.8983329
1322,58414330,Rua Augusto Borborema,Liberdade,-72457174,-358990943,-7.2432494,-35.8993956
1323,58414340,Rua José Flor,Liberdade,-72420582,-359003778,-7.2422744,-35.9002024
1324,58414345,Rua Idelfonso Souto Maior,Liberdade,-7243276499999990,-358996478,-7.2431937,-35.8989252
1325,58414350,Rua Manoel do O. Júnior,Liberdade,-72451072,-358998723,-7.2451072,-35.8998723
1326,58414355,Rua Professora Djanira Tavares da Silva,Liberdade,-72449751,-359005606,-7.2449588,-35.9005626
1327,58414363,Rua José Pequeno,Liberdade,-148709261,-408469499,-7.2438099,-35.9021059
1328,58414366,Rua José Gonçalves Lucena,Liberdade,-72483673,-359008672,-7.2486358,-35.9008281
1329,58414400,Rua Pedro Leal,Tambor,-7235355900000000,-358863766,-7.235479,-35.8881552
1330,58414403,Rua João Quirino,Tambor,-72350337,-358795405,-7.2350989,-35.8805618
1331,58414410,Rua Guilhermino Barbosa,Tambor,-7236978199999990,-358854811,-7.2340564,-35.8847882
1332,58414425,Rua Cônsul Joseph Noujaim Habib Nacad,Tambor,-72383438,-358839706,-7.215891,-35.8881529
1333,58414440,Rua João Batista da Silva,Tambor,-235559436,-4639397839999990,-7.2281843,-35.9505338
1334,58414452,Rua Claudino Gabino de Oliveira,Tambor,-72460122,-358887443,-7.2483711,-35.8886109
1335,58414455,Rua Aprígio Pereira Nepomuceno,Tambor,-7243500999999990,-358954198,-7.2427769,-35.8892404
1336,58414460,Rua Sergipe,Tambor,-199330183,-43936921,-7.2428475,-35.88989
1337,58414465,Rua Pedro Otávio de Farias Leite,Tambor,-72449416,-358926445,-7.2449416,-35.8926445
1338,58414470,Rua Santa Catarina,Tambor,411534775,-8604749199999990,-7.2487457,-35.8899267
1339,58414490,Rua Inácio Clementino de Souza,Tambor,-72483279,-358880506,-7.2483279,-35.8880506
1340,58414493,Rua Prefeito Antônio Luiz Coutinho,Tambor,-7244442200000000,-358884102,-7.2460293,-35.8882151
1341,58414495,Rua Maurício Travassos Moura,Tambor,-72496683,-358885538,-7.2496683,-35.8885538
1342,58414500,Avenida Jornalista Assis Chateaubriand,Tambor,-7286331199999990,-358894251,-7.2463799,-35.887458
1343,58414520,Rua Vinte e Quatro de Maio,Tambor,-22902193,-432610434,-7.2367564,-35.8859808
1344,58414530,Rua Venezuela,Tambor,-199515926,-439364837,-7.2480961,-35.88684
1345,58414532,2ª Travessa Venezuela,Tambor,326483686,-169366862,-7.2484751,-35.8870995
1346,58414534,1ª Travessa Venezuela,Tambor,-7248730299999990,-358860128,-7.2487303,-35.8860128
1347,58414536,Praça Maurício Moura,Tambor,Nan,Nan,-7.2536981,-35.8893265
1348,58414540,Rua Professor João Pessoa de Araújo,Tambor,-71768106,-348791238,-7.2499549,-35.8866332
1349,58414550,Rua Nova,Tambor,426017456,-55737181,-7.2210835,-35.878726
1350,58414562,1ª Travessa Teotonio Inácio de Sousa,Tambor,Nan,Nan,-6.8454797,-38.3461702
1351,58414563,2ª Travessa Laura Maria de Lima,Tambor,-7252875400000000,-358863474,-7.2536981,-35.8893265
1352,58414566,4ª Travessa do Juá,Tambor,-72561843,-358860392,-7.2561266,-35.8859372
1353,58414567,5ª Travessa do Juá,Tambor,-72561843,-358860392,-7.2561266,-35.8859372
1354,58414580,Rua do Tambor,Tambor,-72535551,-358867556,-7.2535172,-35.8867207
1355,58414582,1ª Travessa Sebastião Moreno dos Santos,Tambor,Nan,Nan,-7.2536981,-35.8893265
1356,58414584,2ª Travessa José Teixeira Alves Filho,Tambor,-7254869100000000,-358864373,-7.2536981,-35.8893265
1357,58414590,Rua Maria Gomes Carneiro,Tambor,-7251237999999990,-358910549,-7.251238,-35.8910549
1358,58414595,Rua Roberto Cavalcante Albuquerque,Tambor,-72525833,-358940182,-7.2522186,-35.8921832
1359,58414600,Rua Pedro Silva,Tambor,-276137318,-485857858,-7.25261,-35.8900622
1360,58414625,Rua Manoel Viriato de Sousa,Tambor,-72538645,-358892241,-7.2538645,-35.8892241
1361,58414645,Rua Orlando Cavalcante de Oliveira,Tambor,-72558167,-358880698,-7.2558167,-35.8880698
1362,58414650,Rua Raimundo da Silva Ribeiro,Tambor,-7256732100000000,-358902827,-7.2566335,-35.8899347
1363,58414660,Rua Jânio Lopes,Tambor,-72561114,-3588964199999990,-7.2561114,-35.889642
1364,58414663,Rua Deputado Antonio Ivo de Medeiros,Tambor,Nan,Nan,-7.0664227,-36.5769517
1365,58414665,Rua Manoel Alves do Nascimento,Tambor,-7255823100000000,-358908339,-7.2558231,-35.8908339
1366,58414670,Rua Espírito Santo,Tambor,-235682808,-466305701,-7.2557719,-35.8903805
1367,58414675,Rua Joaquim Vieira de Miranda,Tambor,Nan,Nan,-7.2536981,-35.8893265
1368,58414690,Rua Severino Gaudêncio,Tambor,-7256383599999990,-358919137,-7.2563836,-35.8919137
1369,58414700,Avenida João Wallig,Tambor,-300210294,-511638536,-7.2568835,-35.8907592
1370,58414710,Avenida Aeroclube,Tambor,-20451328,-546397233,-7.2641191,-35.8916917
1371,58414732,Rua Damião José de Farias,Tambor,Nan,Nan,-7.2536981,-35.8893265
1372,58414735,Rua Laurindo Pereira,Tambor,-235478063,-4626366429999990,-7.2548945,-35.8969302
1373,58414740,Rua Evandro Verissimo de Lima,Tambor,-72542299,-35894084,-7.2540783,-35.8931904
1374,58414743,Rua Salomão Pereira de Almeida,Tambor,-72535705,-3589324490000000,-7.2535705,-35.8932449
1375,58414750,Rua Getúlio Cavalcante,Tambor,-7245114800000000,-358942268,-7.2451148,-35.8942268
1376,58414770,Rua José Firmino da Silva,Tambor,-72533384,-358945744,-7.2538192,-35.894519
1377,58415000,Avenida João Wallig,Jardim Paulistano,-300210294,-511638536,-7.2552931,-35.8976992
1378,58415002,Rua Salvino Figueiredo Neto,Jardim Paulistano,-72632938,-358952673,-7.2486957,-35.8947759
1379,58415003,Rua Manoel Ferreira de Lima,Jardim Paulistano,-223387424,-491134002,-7.2590066,-35.8968032
1380,58415010,Rua João Monteiro,Jardim Paulistano,-228740622,-433712239,-7.2575416,-35.8963078
1381,58415015,Rua Manoel Ferreira,Jardim Paulistano,-229773674,-432284605,-7.2571195,-35.8955888
1382,58415020,Rua José Mendes,Jardim Paulistano,-234777767,-474529598,-7.2564465,-35.8956596
1383,58415030,Rua Mestre Inácio,Jardim Paulistano,-20496819,-474016785,-7.2562376,-35.8953021
1384,58415040,Rua Mestre Humberto,Jardim Paulistano,-72560131,-358954184,-7.2560131,-35.8954184
1385,58415045,Rua João Carolino,Jardim Paulistano,-223024496,-538230679,-7.1690049,-34.839513
1386,58415050,Rua Laurindo Pereira,Jardim Paulistano,-235478063,-4626366429999990,-7.2548945,-35.8969302
1387,58415055,Rua Manoel Enéas Figueiredo Filho,Jardim Paulistano,-7256412,-358968173,-7.2564672,-35.8969083
1388,58415065,Rua Flávio Veloso,Jardim Paulistano,-7257097199999990,-358970953,-7.2570972,-35.8970953
1389,58415068,Rua José Alves,Jardim Paulistano,-234549446,-466290149,-7.2572956,-35.8974376
1390,58415070,Rua Moisés Rodrigues,Jardim Paulistano,-7255180899999990,-358983068,-7.2563052,-35.8981846
1391,58415075,Rua José Luiz Guimarães,Jardim Paulistano,-72557158,-358987601,-7.2566249,-35.8986621
1392,58415085,Rua Henrique Martins de Oliveira,Jardim Paulistano,-235440421,-4664739669999990,-7.2566261,-35.8986937
1393,58415093,Praça Afonso Agra Filho,Jardim Paulistano,-72556356,-358973386,-7.2556356,-35.8973386
1394,58415125,Rua Luzia M. da Nóbrega,Jardim Paulistano,Nan,Nan,-7.2486957,-35.8947759
1395,58415140,Rua Pedro Silva,Jardim Paulistano,-276137318,-485857858,-7.2532301,-35.8939386
1396,58415142,Rua Pedro Ferreira dos Santos,Jardim Paulistano,-23139874,-47040919,-7.2330753,-35.9294721
1397,58415145,Rua Roberto Cavalcante Albuquerque,Jardim Paulistano,-72525833,-358940182,-7.25282,-35.8953054
1398,58415150,Rua Doutor Ventura,Jardim Paulistano,-72522053,-358967086,-7.2520802,-35.8960575
1399,58415153,Rua Gabriel Chabo,Jardim Paulistano,-7250743699999990,-358952592,-7.2507437,-35.8952592
1400,58415155,Rua Sebastião Lucena de Castro,Jardim Paulistano,-7251628999999990,-358956288,-7.2516813,-35.8960975
1401,58415158,Rua Tertuliano Pereira Barros,Jardim Paulistano,-72513093,-3589566930000000,-7.2512793,-35.8954341
