Cep,Rua,Bairro,Lat,Lng
58417573,Rua Ataulfo Alves,Presidente Médici,-236057617,-465347942
58417575,Rua Dionísio Marques de Almeida,Presidente Médici,-72511432,-359103476
58417580,Rua Senador João Cavalcante de Arruda,Presidente Médici,-7251087699999990,-359112383
58417583,Rua Amenaíde Pimentel,Presidente Médici,-7251972899999990,-359113145
58417586,Rua Selma Agra Villarim,Presidente Médici,-72519542,-3591179959999990
58417590,Rua Tercino Marcelino de Oliveira,Presidente Médici,-7254407,-359124512
58417595,Rua Marechal Eurico Gaspar Dutra,Presidente Médici,-240092731,-464027768
58417598,Rua Abdon Napy,Presidente Médici,-7253330200000000,-359133633
58417600,Rua Pedro Ivo Leal,Presidente Médici,-7251792999999990,-35913678
58417603,Rua Francisco Alves,Presidente Médici,-236673677,-465892027
58417605,Rua Saul Bezerra Carvalho,Presidente Médici,-72521843,-359141724
58417607,Travessa Senador João Cavalcante Arruda,Presidente Médici,-7251087699999990,-359112383
58417610,Rua Santa Júlia,Presidente Médici,-299151191,-5113154189999990
58417620,Rua Três Irmãs,Presidente Médici,-72590967,-359176229
58417625,Rua Djanete Barreto Pedrosa,Presidente Médici,Nan,Nan
58417628,Rua Doutor Alberto Sabin,Presidente Médici,-227650944,-435598105
58417640,Rua Monsenhor José Coutinho,Presidente Médici,-68313532,-352490683
58417648,Rua Jornalista Antonio Borges da Fonseca,Presidente Médici,-72538181,-3591507
58417670,Rua José Araújo Freire,Presidente Médici,-72533713,-35910675
58417675,Rua João da Cunha Lima,Presidente Médici,-72537983,-359116952
58417680,Rua Doutor Paulo Roberto Mayer,Presidente Médici,-7252881599999990,-359109254
58417685,Rua Maria das Mercês Rodrigues,Presidente Médici,-7254307799999990,-359106384
58417690,Rua Cícero Patrício de Medeiros,Presidente Médici,Nan,Nan
58417695,Rua Ascendino Toscano de Brito,Presidente Médici,-71475335,-348243626
58417700,Rua Enfermeira Maria José da Costa,Presidente Médici,Nan,Nan
58417710,Rua Radialista Wanderlei Andrade,Presidente Médici,Nan,Nan
58417720,Rua Coronel Lindolfo de Albuquerque Montenegro,Presidente Médici,-7255242099999990,-359121391
58417721,Travessa Coronel Lindolfo de Albuquerque Montenegro,Presidente Médici,-7255242099999990,-359121391
58417723,Rua José Pereira de Lima,Presidente Médici,-204979833,-47419998
58417725,Rua Bacharel Afonso Henrique Cavalcante,Presidente Médici,-72559025,-3591221549999990
58417727,Rua Antônio Eulálio,Presidente Médici,-230381321,-456180136
58417730,Avenida Presidente Juscelino Kubitschek,Presidente Médici,-235901692,-466804937
58417735,Rua Coração de Jesus,Presidente Médici,-167296523,-438693671
58417738,Rua Josefa Paulino da Costa,Presidente Médici,-72586339,-359095404
58417740,Rua Ramalho Paulino da Costa,Presidente Médici,-72585058,-35911033
58417745,Rua José Augusto Brayner,Presidente Médici,-7256757100000000,-359109548
58417750,Rua Cláudio Leite de Andrade,Presidente Médici,-7256521800000000,-359117757
58417753,Rua Severino Inácio Miná Sobrinho,Presidente Médici,Nan,Nan
58417755,Rua Maria da Conceição Costa Vasconcelos,Presidente Médici,-7256716699999990,-359129417
58417760,Rua Severino Pereira Rodrigues,Presidente Médici,-7257226,-359122054
58417763,Rua José Galdino dos Santos,Presidente Médici,-7218704900000000,-348473036
58417770,Rua Antônio Barbosa Ribeiro,Presidente Médici,Nan,Nan
58417780,Rua Cartunista Henrique de Souza Filho,Presidente Médici,-230099302,-4347217759999990
58417790,Rua Rosa Lopes da Silva,Presidente Médici,-235131752,-463744349
58417793,Rua João Rodrigues da Silva,Presidente Médici,-72550601,-359150903
58417815,Rua Gustavo Abrantes de Barros,Presidente Médici,394630563,-81995808
58417818,Rua Bacharel Afonso Henrique Cavalcante,Presidente Médici,-72559025,-3591221549999990
58417820,Rua Maria da Conceição Costa Vasconcelos,Presidente Médici,-7256716699999990,-359129417
58417823,Rua Marilídia Marques dos Santos,Presidente Médici,-7256599,-359143938
58417845,Rua da Conceição,Presidente Médici,3870964480000000,-913707
58418000,Rua Antonieta Amorim de Souza,Velame,-72570614,-359079835
58418005,Rua Sebastiana Pereira Brandão,Velame,-72580746,-359052355
58418008,Travessa Sebastiana Pereira Brandão,Velame,-7257761200000000,-359063758
58418010,Rua Bráulio Araújo de Gusmão,Velame,-7258814199999990,-35903862
58418020,Rua Marcelino Pereira da Rocha,Velame,-72567768,-359050657
58418025,Avenida João Wallig,Velame,-300210294,-511638536
58418030,Rua Capitão Severino Mário Costa,Velame,-7258528200000000,-359061573
58418040,Rua Maria Pereira Brandão,Velame,-7257808,-359069304
58418042,Travessa Maria Pereira Brandão,Velame,-7257808,-359069304
58418045,Rua Francisco Pereira Pinto,Velame,Nan,Nan
58418048,Rua Luiz Teixeira de Barros,Velame,-72579207,-359080227
58418055,Rua Geraldo Ribeiro Dias,Velame,-72583733,-359086097
58418060,Rua Rosa Maria Cartaxo Loureiro,Velame,-7258108999999990,-359088392
58418061,Rua Quintino Paulino da Costa,Velame,-72562978,-359079239
58418068,Rua Hermes Ferreira Ramos,Velame,-72582619,-359097385
58418070,Rua Josefa Paulino da Costa,Velame,-72586339,-359095404
58418073,Rua Judivan Cabral,Velame,-72583806,-35909481
58418080,Rua da Conceição,Velame,3870964480000000,-913707
58418083,Rua José Roberto de Souza,Velame,-23176216,-458204561
58418089,Rua Nair Marques Guimarães,Velame,-228379572,-432629819
58418092,Rua Soraya Lyrie Cabral,Velame,-7261300199999990,-359115002
58418095,Rua Doutor Tarcísio Alves Tito,Velame,-7261668299999990,-359117692
58418098,Rua Fenelon Bonavides,Velame,-70243075,-372741293
58418100,Rua Francisco Pereira,Velame,-234545012,-465677317
58418102,Rua Criseleide Maria Vieira Souto,Velame,-7262698200000000,-359122694
58418105,Rua Grisbert de Oliveira Gonzaga,Palmeira Imperial,-7264289199999990,-359096797
58418107,Rua Ezequiel Tavares de Souza,Palmeira Imperial,-72607779,-359101484
58418115,Rua Professor Hilton Rocha,Palmeira Imperial,-7260882099999990,-359096996
58418118,Rua João Abdias de Carvalho,Palmeira Imperial,-72609515,-359092682
58418121,Rua Jovino Paulino da Costa,Palmeira Imperial,-72607779,-359101484
58418122,Rua Doutor Hermes Cabral Gondim,Palmeira Imperial,-7261487300000000,-359088625
58418127,Rua Escritor Euclides da Cunha,Palmeira Imperial,-72618272,-359093915
58418130,Rua Paulo Gomes Perico,Palmeira Imperial,-72624938,-359083462
58418133,Rua João Carga D'agua,Palmeira Imperial,-72627524,-359091214
58418136,Rua Luiz Carlos Prestes,Palmeira Imperial,-275896827,-485968773
58418139,Rua Maria Anete Gomes Carneiro da Silva,Velame,Nan,Nan
58418315,Rua Córdula F. da Nóbrega,Velame,Nan,Nan
58418343,Rua Dulce Amorim,Velame,-7278935499999990,-35911242
58418400,Avenida Francisco Amaro de Lima,Velame,-7262234599999990,-359020574
58418410,Avenida Uberaba,Velame,-234913733,-463528023
58418800,Avenida Jornalista Assis Chateaubriand,Velame,-7286331199999990,-358894251
58419140,Rua Inácio Gomes da Silva,Velame,-8014007099999990,-350386891
58419175,Rua Antenor Gusmão de Medeiros,Velame,-7288187,-3589208929999990
58419178,Rua Eutilha Andrade Medeiros,Velame,-7288528699999990,-358923555
58419180,Rua Valdemar Calixto Pereira,Velame,-72891105,-358919397
58419183,Rua Aeroaldo Paiva Veloso,Velame,-7288908999999990,-358926398
58419185,Rua Joana Alves de Melo,Velame,-72894633,-358927613
58419200,Rua Arnaldo Correia de Siqueira,Velame,-7288253199999990,-358930029
58419203,Rua Paisagista Roberto Burle Max,Velame,-72875888,-358933754
58419205,Rua Emanoel Soares dos Santos Filho,Velame,-72870426,-358930906
58419210,Rua Joari Costa Júnior,Velame,-72863319,-358932555
58419230,Rua Adalcina de Lucena,Velame,-72868773,-358935398
58419235,Rua Maria Menezes de Melo,Velame,-72871741,-358940286
58419240,Rua Vivien de Albuquerque Pessoa,Velame,-7286808000000000,-35894458
58419245,Rua Francisco Generino dos Prazeres,Velame,-7286631799999990,-358949305
58419260,Rua Maria do Carmo Meira Hamad,Velame,-7287529699999990,-358951188
58419263,Rua João Batista de Oliveira Arruda,Velame,-7288324299999990,-358947906
58419265,Rua Manoel de Almeida Luna,Velame,-7288631699999990,-358944185
58419275,Rua Suleyman Hermann de M. Arruda,Velame,-7287908600000000,-358953911
58419278,Rua Júlio Eduardo Morais da Silva,Velame,-72882989,-358956671
58419280,Rua Maurilio Pacheco de Brito,Velame,-72888195,-3589584079999990
58419320,Rua Frei Lauro Schwart,Velame,-72891718,-35896144
58419326,Rua Firmino Leopoldino da Costa,Velame,-7287826000000000,-358967842
58419343,Rua Alcides Travassos Ramos,Velame,-72869775,-358968017
58419346,Rua José de Sousa Cavalcante,Velame,-72869033,-358973469
58419365,Rua Leonardo Hélio Bezerra Cavalcanti,Velame,Nan,Nan
58419370,Rua Luzia Gaudêncio de Queiroz,Velame,-7287992499999990,-358982672
58419373,Rua Antônio Lucas de Carvalho,Velame,-72891763,-35897747
58419376,Rua Reginaldo de Araújo,Velame,-7289033900000000,-358982234
58419383,Rua Lourival Lucas Ramos,Velame,-7289113499999990,-3589876820000000
58419385,Rua João Alberto Couto Maia,Velame,-7288753000000000,-358991261
58419390,Rua Vereador Martin Noilton Dantas,Velame,-72884158,-358995049
58419396,Rua Doutor Antônio Américo Arruda,Velame,-72897766,-358966281
58420000,Avenida Deputado Raimundo Asfora,Velame,-72224846,-3590479180000000
58420030,Avenida Presidente Juscelino Kubitschek,Velame,-235901692,-466804937
58420045,Rua José Roldão de Melo,Velame,Nan,Nan
58420060,Rua Daniel Luiz Rodrigues,Velame,-7275659699999990,-359140687
58420075,Rua Maestro Arnóbio Araújo,Velame,-72766321,-359166614
58420080,Rua Francisco de Assis Gouveia,Velame,Nan,Nan
58420200,Rua Severino da Conceição,Velame,385351495,-88659784
58420225,Rua Antônio Barbosa,Velame,-3830008,-38564227
58420230,Rua Josefa Vieira Barbosa,Velame,Nan,Nan
58420233,Travessa Dulce da Silva Amorim,Velame,Nan,Nan
58420235,Rua Dulce da Silva Amorim,Velame,-7278935499999990,-35911242
58420240,Rua José Pereira de Araújo,Velame,-255128341,-4930268599999990
58420242,Travessa José Pereira de Araújo,Velame,-255128341,-4930268599999990
58420250,Rua Geraldo Pereira Diniz,Velame,-7278361,-359105151
58420270,Rua Antônio Vicente,Velame,-8133042999999990,-349082919
58420280,Rua Adauto Pedro de Carvalho,Velame,-7276153999999990,-359110009
58420285,Rua José Santino,Velame,-233318788,-46757403
58420290,Rua Frutuoso Maria Vasconcelos,Velame,-7275207199999990,-359107163
58420300,Rua João Cabral,Velame,-234876772,-466373179
58420310,Rua João Francisco dos Santos,Velame,-26970443,-486327891
58420313,Rua Terezinha Campos Nápoles,Velame,-7274351999999990,-35909284
58420320,Rua das Indústrias,Velame,-199310842,-440577017
58420340,Rua José Paulino da Rocha,Velame,-7293314400000000,-359097664
58420350,Rua Antônio de Souza Barbosa,Velame,-72786477,-3590852
58420353,Travessa Antônio de Souza Barbosa,Velame,-72786477,-3590852
58420430,Rua Alaíde Leandro Sobreira,Velame,411197165,-84019754
58420445,Rua Governador Flávio Ribeiro Coutinho,Velame,-7097648599999990,-348408272
58420450,Rua Perseu Dantas,Velame,-72814834,-359063202
58420460,Rua José Soares Madruga,Velame,Nan,Nan
58421000,Rua da Conceição,Acácio Figueiredo,3870964480000000,-913707
58421003,Rua Ailton Antonio do Nascimento,Acácio Figueiredo,Nan,Nan
58421007,Rua Antonio Vital da Silva,Acácio Figueiredo,-97602306,-366477213
58421010,Avenida Presidente Juscelino Kubitschek,Acácio Figueiredo,-235901692,-466804937
58421013,Travessa Presidente Juscelino Kubitschek,Acácio Figueiredo,-72615272,-359121051
58421015,Rua Doutor Aguinaldo Agra,Acácio Figueiredo,-7259973699999990,-359126083
58421017,Rua Arthur Freire de Figueiredo,Acácio Figueiredo,-72606119,-359123854
58421018,Rua Sebastião Duarte Bezerra,Acácio Figueiredo,Nan,Nan
58421020,Rua Doutor Hélio Vinagre Vilar,Acácio Figueiredo,-7261029199999990,-3591261170000000
58421023,Rua Zumbi dos Palmares,Acácio Figueiredo,-236729229,-464706937
58421050,Rua Governador João Agripino Filho,Acácio Figueiredo,Nan,Nan
58421060,Rua Inácio Menezes,Acácio Figueiredo,-72623579,-359150284
58421065,Rua Fernando Gentil Nóbrega Pacheco,Acácio Figueiredo,Nan,Nan
58421070,Rua Ministro Dilson Funaro,Acácio Figueiredo,-236501366,-454329127
58421080,Rua Jeferson Alves dos Santos,Acácio Figueiredo,-72637518,-359143559
58421088,Rua Ministro Marcos Freire,Acácio Figueiredo,-234944584,-467987036
58421090,Rua Governador Ernany Sátiro,Acácio Figueiredo,-7168634399999990,-348927615
58421173,Rua Pedro Azevedo,Acácio Figueiredo,387450122,"-9,10815519999999E+015"
58421176,Rua Sebastião Maurílio Leite,Acácio Figueiredo,-72622936,-359197644
58421178,Travessa Silva Jardim,Acácio Figueiredo,-24274823,-547210514
58421180,Rua Três Irmãs,Acácio Figueiredo,-72590967,-359176229
58421183,Rua Pedro Galdino,Acácio Figueiredo,-82654719,-359819302
58421185,Rua Silva Jardim,Acácio Figueiredo,-300272363,-511899836
58421190,Rua Padre Cornélio,Acácio Figueiredo,-224344242,-46569641
58421193,Rua Olímpio Eloy da Silva,Acácio Figueiredo,Nan,Nan
58421196,Rua Fábio Ramon,Acácio Figueiredo,-235734657,-465379108
58421200,Avenida Deputado Raimundo Asfora,Acácio Figueiredo,-72224846,-3590479180000000
58421210,Rua Doutor Acácio Figueiredo,Acácio Figueiredo,-7214392500000000,-359005038
58421225,Rua João Alves da Silva,Acácio Figueiredo,-234321026,-464256143
58421280,Via Coletora,Acácio Figueiredo,Nan,Nan
58421295,Rua Maria Cândida da Silva,Acácio Figueiredo,-7268059099999990,-3592160020000000
58421298,Travessa Maria Cândida da SIlva,Acácio Figueiredo,-72722289,-359203643
58421300,Rua Severino Souza Santos,Acácio Figueiredo,Nan,Nan
58421325,Rua Severino de Souza Santos,Acácio Figueiredo,-7274452200000000,-359240817
58421345,Rua Jovino Nepomuceno,Acácio Figueiredo,-72732649,-359224798
58421350,Rua Prefeito Evaldo Cruz,Acácio Figueiredo,-7273452499999990,-3592262729999990
58421355,Rua Luiz Ferreira da Silva,Acácio Figueiredo,-236811539,-465597283
58421357,Travessa Luiz Ferreira da Silva,Acácio Figueiredo,-236811539,-465597283
58421360,Rua João Viana Amorim Guedes,Acácio Figueiredo,-7195183300000000,-358926413
58421365,Rua Áurea Moura Ribeiro,Acácio Figueiredo,-72747242,-35922234
58421367,Rua Wanda Elizabeth,Acácio Figueiredo,-7273685899999990,-359234924
58421370,Rua Felizardo Sezefredo de Almeida,Acácio Figueiredo,-72745994,-359231427
58421373,Travessa Áurea Moura Ribeiro,Acácio Figueiredo,-72747242,-35922234
58421375,Rua Severino Aurélio de Souza,Acácio Figueiredo,-7274452200000000,-359240817
58421378,2ª Travessa Cantor Evaldo Braga,Acácio Figueiredo,-7274356999999990,-359230019
58421380,Rua Cantor Evaldo Braga,Acácio Figueiredo,-7927984299999990,-348607825
58421383,1ª Travessa Cantor Evaldo Braga,Acácio Figueiredo,-7273956999999990,-3592543879999990
58421390,Rua Júlio Gomes da Silva,Acácio Figueiredo,-72754914,-359243678
58421395,Rua João Guilhermino Barbosa,Acácio Figueiredo,-7236978199999990,-358854811
58421400,Rua Cláudio da Costa Barroso,Acácio Figueiredo,-7275826800000000,-359246835
58421405,Rua Antônio Guilhermino de Souza,Acácio Figueiredo,Nan,Nan
58421415,Rua Manoel Lopes de Figueiredo,Acácio Figueiredo,-7275448799999990,-359211554
58421417,Travessa Felizardo Sezefredo de Almeida,Acácio Figueiredo,-72745994,-359231427
58421420,Rua Almirante Alexandrino,Acácio Figueiredo,-229320416,-431971936
58421530,Rua Manoel Batista,Acácio Figueiredo,-226060553,-431981526
58421570,Rua Maria Cândida da Silva,Cidades,-7268059099999990,-3592160020000000
58421600,Rua Três Irmãs,Cidades,-72590967,-359176229
58421644,Rua Vanildo Pereira dos Santos,Cidades,-7276929599999990,-359343526
58421646,Rua Robson Pereira Lima,Cidades,-7276549599999990,-359340646
58421648,Rua Engrácio Guedes Bezerra,Cidades,-7276032300000000,-359338939
58421650,Rua Petrópolis,Cidades,-235481293,-466792193
58421652,Rua Maria Luiza Nascimento Alencar,Cidades,Nan,Nan
58421654,Rua Francisco Pereira da Costa,Cidades,3877550859999990,-92833953
58421656,Rua Luiz Vieira da Silva,Cidades,-300762553,-5100033089999990
58421660,Rua Katarina Maria Uchoa Lucena,Cidades,-72739223,-3593259
58421664,Rua Jomarcio Travassos de Moura,Cidades,-72735401,-359325076
58421670,Rua Goiania,Cidades,-254568093,-492195178
58421672,Travessa Goiania,Cidades,-233029772,-511669536
58421680,Rua Paulista,Cidades,-235631043,-466543825
58421683,Avenida São João Del Rei,Cidades,-211319452,-442356486
58421685,Rua Pedro A. Melo,Cidades,-228836659,-434432214
58421690,Rua Arcoverde,Cidades,-235355796,-465148765
58421695,Rua Palmares,Cidades,-236358279,-466728667
58421700,Rua Igaraçu,Cidades,-199338082,-440551425
58421702,Travessa Igaraçu,Cidades,-7273604599999990,-359302099
58421705,Travessa Paulista,Cidades,-100038999,-677961035
58421710,Rua Resende,Cidades,-229131779,-431860845
58421715,Rua Santa Luzia,Cidades,-229096688,-431724068
58421720,Rua Teresópolis,Cidades,-269037919,-490804514
58421725,Rua Aratuba,Cidades,-129859851,-384700768
58421730,Rua Tianguá,Cidades,-236470802,-466640133
58421745,Rua Mariana,Cidades,-199082968,-439524216
58421748,Rua João Francisco dos Santos,Cidades,-26970443,-486327891
58421750,Rua José Antônio Eufrásio,Cidades,-7272424900000000,-359276429
58421753,Rua Luiz Renato Aires,Cidades,-7272292999999990,-3592719719999990
58421760,Rua Sabará,Cidades,-235466121,-46654706
58421765,Rua Viçosa,Cidades,-199447417,-439387805
58421770,Rua Maria Belmira Santos,Cidades,-72717351,-359266153
58421775,Rua Diamantina,Cidades,-199074145,-4394188630000000
58421780,Rua Congonhas,Cidades,-199437301,-439396707
58421800,Rua Manoel Batista,Cidades,-226060553,-431981526
58421805,Rua Antônio Guilhermino de Souza,Cidades,-7275965299999990,-359253332
58421810,Rua das Travessas,Cidades,415832832,-8434483799999990
58421815,Travessa Manoel Batista,Cidades,-7276208699999990,-35926642
58421820,Rua João A. da Cruz,Cidades,-202951151,-402925067
58421822,Travessa João A. da Cruz,Cidades,-236045702,-470457642
58421830,Rua Paulo Mathias,Cidades,-2310521,-472216636
58421855,Travessa Paulo Mathias,Cidades,Nan,Nan
58421858,Rua Francisco R. dos Santos,Cidades,-234407862,-475017363
58421860,Rua João Procópio dos Santos,Cidades,-7276965799999990,-359275459
58423000,Rua Florianópolis,Três Irmãs,-228992495,-433555919
58423003,Rua Caruaru,Três Irmãs,-229201586,-432658295
58423006,Rua Porto Velho,Três Irmãs,-234932679,-466457531
58423009,Rua Francisco Brasileiro de Souza,Três Irmãs,-72496543,-35911931
58423010,Rua Fortaleza,Três Irmãs,-254536718,-492067501
58423012,Travessa Fortaleza,Três Irmãs,-300854631,-5121322960000000
58423022,Vila Doral,Três Irmãs,257964422,-8034685879999991
58423028,Rua Volta Redonda,Três Irmãs,-236258657,-466740967
58423030,Avenida Francisco Lopes de Almeida,Três Irmãs,-72485785,-35922856
58423035,Rua Londrina,Três Irmãs,-233044524,-511695824
58423040,Travessa Belo Horizonte,Três Irmãs,-23304451,-511654554
58423045,Rua Manaus,Três Irmãs,-236746131,-4652091120000000
58423055,Rua Belém,Três Irmãs,-254044003,-4925202840000000
58423065,Rua Salvador,Três Irmãs,-31077884,-600131047
58423070,Rua Curitiba,Três Irmãs,-235812737,-466541037
58423075,Rua Campo Grande,Três Irmãs,-229046512,-435735721
58423100,Avenida Belo Horizonte,Três Irmãs,-199456895,-441786248
58423105,Rua Porto Alegre,Três Irmãs,-235632943,-465815207
58423110,Rua Natal,Três Irmãs,-235645509,-465822229
58423115,Rua Maceió,Três Irmãs,-235528926,-466605278
58423118,Rua Vitória,Três Irmãs,-235389547,-466407438
58423120,Rua Florianópolis,Três Irmãs,-228992495,-433555919
58423125,Rua Macapá,Três Irmãs,-235465719,-4667428140000000
58423130,Rua Recife,Três Irmãs,-254100476,-49251053
58423135,Rua Fernando de Noronha,Três Irmãs,-25373723,-492445049
58423138,Rua Paulo Torres Fausto,Três Irmãs,-72519166,-359197513
58423145,Rua Raimundo Seixas Maciel,Três Irmãs,-72519166,-359197513
58423150,Rua Severino Rodrigues e Silva,Três Irmãs,-7253890299999990,-359175955
58423151,Rua José Barbosa Pereira,Três Irmãs,-72531916,-359172307
58423153,Rua Maria Amélia de Amorim Pereira Barros,Três Irmãs,-7252196199999990,-359191555
58423156,Rua Natanael Nóbrega de Lucena,Três Irmãs,-72526419,-359190045
58423160,Rua Valter Benvenuto da Silva,Três Irmãs,-7253429300000000,-359196821
58423161,Rua João Gomes Soares,Três Irmãs,Nan,Nan
58423163,Rua Aurealuz Maciel de Lima,Três Irmãs,-7253361,-359177705
58423166,Rua Genésio Soares de Carvalho,Três Irmãs,-7254198799999990,-359184784
58423170,Rua Manoel Patrício de Souza,Três Irmãs,-72546358,-35918334
58423173,Rua Maria do Carmo Nóbrega,Três Irmãs,-72551432,-359184309
58423176,Rua Luiz de Gonzaga Júnior,Três Irmãs,-234392969,-467799264
58423179,Rua Maria das Neves Coutinho Ramos,Três Irmãs,-7255575599999990,-359181735
58423180,Rua Maria Tereza Coelho Viana,Três Irmãs,-72564505,-359177558
58423182,Rua Maria Lopes de Lira,Três Irmãs,-7255890699999990,-359175292
58423185,Rua Edmar de Azevedo Cavalcanti,Três Irmãs,-7255548999999990,-359182959
58423200,Rua Coronel Lindolfo de Albuquerque,Três Irmãs,-7251767,-359202303
58423210,Rua José Nogueira Pereira,Três Irmãs,-72508417,-359210297
58423213,Rua Eutique Loreiro,Três Irmãs,-72487926,-359223101
58423215,Rua Otávio Batista Cabral,Três Irmãs,-7252042100000000,-359217026
58423218,Rua Doutor Luciano de França Sodré,Três Irmãs,-72491671,-359231467
58423221,Rua Marcos Antonio Agra Ramos,Três Irmãs,271766701,7800807449999990
58423225,Rua Augusto César Sandrino,Três Irmãs,-234597664,-466796829
58423230,Rua Maria Neci Barbosa da Silva,Três Irmãs,-72502335,-359227565
58423240,Rua Antônio Sales de Almeida,Três Irmãs,-7250696999999990,-359243134
58423243,Rua Aurora Diniz Pires,Três Irmãs,Nan,Nan
58423246,Rua Professor Ednaldo Rangel de Paiva,Três Irmãs,-7251218700000000,-359257899
58423255,Rua Sérgio Murilo Florenço,Três Irmãs,Nan,Nan
58423260,Rua Venâncio Nogueira da Silva,Três Irmãs,-7251555400000000,-359237022
58423265,Rua Gregório Lourenço Bezerra,Três Irmãs,-7251400599999990,-359218924
58423266,Rua Luciano José de Almeida,Três Irmãs,-7255516,-359217903
58423270,Rua João Florêncio Sobrinho,Três Irmãs,-7252557200000000,-359209691
58423273,Travessa Otávio Batista Cabral,Três Irmãs,-72539382,-359195126
58423276,Travessa Coronel Lindolfo de Albuquerque,Três Irmãs,-7251767,-359202303
58423280,Rua José Jerônimo de Albuquerque Borborema,Três Irmãs,-7254779299999990,-359197244
58423285,Rua Salvador Allende,Três Irmãs,387948603,-91128895
58423315,Rua Ana Paula Ribeiro Barbosa Lira,Três Irmãs,-7254987,-359212465
58423318,Rua Sindicalista Félix Francisco Rodriques,Três Irmãs,-7256236899999990,-359229086
58423320,Rua Geraldo Miranda Leite,Três Irmãs,-72558846,-35920972
58423323,Rua Maria Carolina de Amorim Pereira Zilli,Três Irmãs,-72563952,-359210801
58423326,Rua Antônia Nunes Patriota,Três Irmãs,-72571829,-35922731
58423330,Rua Enedino de Souza Ribeiro,Três Irmãs,-7257333200000000,-3592090719999990
58423332,Rua Joel de Almeida,Três Irmãs,-7257835999999990,-35921041
58423334,Rua Pedra Lavrada,Três Irmãs,-234978138,-46493139
58423370,Rua Três Irmãs,Três Irmãs,-72590967,-359176229
58423372,Travessa Três Irmãs,Três Irmãs,-72618149,-359215041
58423380,Rua João Tamanduá,Três Irmãs,-7261051999999990,-3592092969999990
58423382,Travessa João Tamanduá,Três Irmãs,-72614216,-359200957
58423430,Rua Severino Felipe de Souza,Três Irmãs,-72557734,-359229681
58423440,Rua Castor da Paz,Três Irmãs,-72548136,-359230981
58423445,Rua João Agripino dos Santos,Três Irmãs,-7254331700000000,-359231616
58423455,Rua Severino Valeriano de Oliveira,Três Irmãs,-7252703,-359249204
58423458,Rua Josebias Vieira de Farias,Três Irmãs,-72522543,-359250178
58423460,Rua Adma Tavares Araújo,Três Irmãs,-72552979,-359244798
58423490,Rua Maria Eva de Moura,Três Irmãs,-72531715,-359248459
58423495,Rua Geralda de Fátima Paiva Maia,Três Irmãs,-7253627499999990,-359247727
58423500,Rua Carmelita Silva Araújo,Três Irmãs,-7254104000000000,-359246826
58423505,Rua Henrique Nóbrega,Três Irmãs,-7255603600000000,-359248992
58423510,Rua Alice Araújo Cruz,Três Irmãs,-7255684099999990,-359253763
58423520,Rua Stênio Mozart Bezerra de Lima,Três Irmãs,-72543657,-359262687
58423525,Rua Doutor Kival de Araújo Gorgônio,Três Irmãs,Nan,Nan
58423528,Rua José Aroldo Faustino,Três Irmãs,-7255575099999990,-359276286
58423530,Rua Cláudio Bezerra de Lima,Três Irmãs,-7255684099999990,-359253763
58423533,Rua Gaston de Oliveira Gonzaga,Três Irmãs,Nan,Nan
58423536,Rua Girlene Gonzaga Brini,Três Irmãs,-72568905,-359269333
58423540,Rua José Oscar Teixeira Primo,Três Irmãs,-72566929,-359248217
58423544,Rua General Carlos Lamarca,Três Irmãs,-7257615500000000,-359257934
58423548,Rua Severino Francisco dos Santos,Três Irmãs,-72458836,-359308666
58423552,Rua Joao Amazonas de Souza Pedroso,Três Irmãs,-7257893799999990,-359254853
58423590,Rua Arquiteto Renato Azevedo,Três Irmãs,-7254635400000000,-359277804
58423593,Rua Geni Soares de Brito,Três Irmãs,-72526097,-359275796
58423596,Rua Raul Alves Pequeno,Três Irmãs,-7253066899999990,-359339037
58423700,Avenida Deputado Raimundo Asfora,Três Irmãs,-72224846,-3590479180000000
58423710,Rua Raul Pereira dos Santos,Três Irmãs,-7253066899999990,-359339037
58423713,Rua Juarez Macedo da Silva,Três Irmãs,-72525764,-359335125
58423716,Rua Givaldo de Menezes,Três Irmãs,-7252620299999990,-359339369
58423730,Rua Professora Diza Rodrigues,Três Irmãs,-72527056,-359348711
58423733,Rua Francinete Gomes Costa,Três Irmãs,-72528334,-35935714
58423736,Rua Apolônio Pereira Neto,Três Irmãs,Nan,Nan
58423740,Rua Paulo Luiz Oliveira,Três Irmãs,-72539959,-359358109
58423760,Rua Fenelon Araújo de Lucena,Três Irmãs,-72538642,-359349053
58423766,Rua Maria Augusta Pereira,Três Irmãs,-232526085,-458990367
58423768,Rua Honorato Batista de Almeida,Três Irmãs,-72653424,-362400823
58423775,Rua Terezinha Carla Agra de Medeiros Nápoles,Três Irmãs,271766701,7800807449999990
58423790,Rua José Reinaldo de Miranda,Três Irmãs,-7255095799999990,-359348821
58423795,Rua Anselmo Gomes Sobrinho,Três Irmãs,Nan,Nan
58423800,Rua Zacarias Ribeiro de Vasconcelos,Três Irmãs,-7254053,-359342226
58423805,Rua Tucurui,Três Irmãs,-256504501,-484467875
58423810,Rua Demétrio Quintans Meira,Três Irmãs,-72536991,-359333224
58423818,Rua Severina Souza Sales,Três Irmãs,-72542949,-359318284
58423820,Rua Cristóvão de Albuquerque Montenegro,Três Irmãs,-7254479099999990,-359331408
58423825,Rua José Alves do Nascimento,Três Irmãs,-234809434,-466430408
58428010,Rua Nilo Peçanha,Centenário,-148498012,-408446136
