Cep,Rua,Bairro,Lat,Lng
58433775,Rua Antônio Alves da Silva,Ramadinha,-95737539,-357597108
58433778,Rua Maria de Brito Lira Castro,Ramadinha,-7217704299999990,-359269572
58433780,Rua João Martins de Farias,Ramadinha,Nan,Nan
58433787,Rua Joaquim Monteiro da Silva,Ramadinha,-72170272,-359271934
58433793,Rua Manoel César de Farias,Ramadinha,-7216304999999990,-35926992
58433795,Rua Elvira de Almeida Castro,Ramadinha,-7217699799999990,-359274744
58433800,Rua José Soares de Oliveira,Ramadinha,-234927714,-467934936
58433810,Rua João Cordeiro dos Santos,Ramadinha,-27395867,-512254939
58433815,Rua Valbergue Pereira de Araújo,Ramadinha,Nan,Nan
58433817,Rua Manoel Pinto Filho,Ramadinha,-224845047,-431801241
58433824,Travessa Vicente Gomes de Almeida,Ramadinha,-7220156100000000,-35925837
58433830,Rua Claudino Gabino de Oliveira,Ramadinha,-72460122,-358887443
58433840,Rua Manoel Adelino de Melo,Ramadinha,-7215275900000000,-359287067
58433843,Rua Júlia Aleixo de Queiroz,Ramadinha,-7214856399999990,-359285263
58433846,Rua Gabriel Félix Carolino,Ramadinha,-72143869,-359284964
58433855,Rua Maria do Socorro Cruz Silva,Ramadinha,-7213344999999990,-3592835960000000
58433860,Rua Manoel Mota,Ramadinha,-72110211,-359377418
58433865,Rua Francisco Afonso,Ramadinha,-7215275300000000,-359263317
58433870,Rua Alzira Guedes Pinheiro,Ramadinha,-7214997299999990,-359266338
58433872,Travessa Alzira Guedes Pinheiro,Ramadinha,-7214997299999990,-359266338
58434000,Rua Maria da Guia Muniz Albuquerque,Serrotão,-72299691,-359319165
58434010,Rua Caicó,Serrotão,-23534073,-465043978
58434030,Rua José Soares da Silva,Serrotão,-300716763,-510754585
58434035,Rua José Pereira Neto Filho,Serrotão,-72256302,-359332266
58434040,Rua Luiz Florentino de Souza,Serrotão,-72255087,-359325755
58434045,Rua Porcina Maria da Conceição,Serrotão,-7225994500000000,-359323381
58434050,Rua José Luis Fernandes,Serrotão,-7226548199999990,-3593214529999990
58434055,Rua Hilton de Aragão,Serrotão,-7226924500000000,-359318604
58434060,Rua Edgar Barbosa da Costa,Serrotão,-72270748,-359342879
58434063,Rua Valéria dos Anjos,Serrotão,-7227754699999990,-359328039
58434066,Rua Francisco José Venâncio,Serrotão,-7228175100000000,-359328296
58434070,Rua Radialista José Bezerra,Serrotão,-7228667100000000,-359328667
58434073,Rua Manoel Martins de Oliveira,Serrotão,-7228954300000000,-35934446
58434076,Rua Freira Judith Ferreira de Sena,Serrotão,Nan,Nan
58434080,Rua Hermengarda Câmara Filgueiras D'Amorim,Serrotão,-7230060900000000,-359329159
58434083,Rua Darcy Ferreira Galvão,Serrotão,-7230986700000000,-359325268
58434086,Rua Onildo Ribeiro de Assis,Serrotão,-7230949,-359329753
58434090,Rua Expedito Medeiros Ramos,Serrotão,-72304941,-359334336
58434094,Rua Radialista Martin Lutero Lima Nunes,Serrotão,Nan,Nan
58434096,Rua Irmã Porto,Serrotão,-7231469,-359344481
58434098,Rua Fernando Cabral,Serrotão,411658979,-86313898
58434100,Rua Severino Hermínio de Carvalho,Serrotão,-7227621999999990,-359338638
58434110,Rua Eulália Resende Pereira,Serrotão,-72270748,-359342879
58434120,Rua Heleno de Sousa do Ó,Serrotão,-72279737,-359348389
58434130,Rua Risalva Nogueira de Carvalho,Serrotão,-7227907,-359353338
58434137,Rua Professor Simão Arruda Guimarães,Serrotão,Nan,Nan
58434140,Rua Luzia Gonçalves Pereira,Serrotão,-7229110899999990,-35936018
58434143,Rua Agripino Colaço,Serrotão,-72255438,-359356581
58434146,Rua Maria de Lourdes Abrantes P. de Oliveira,Serrotão,394630563,-81995808
58434149,Rua Renata do Nascimento Cruz,Serrotão,-7228811699999990,-359364633
58434152,Rua Carlos Marighela,Serrotão,-129349273,-384292997
58434155,Rua Benedito Gomes de Souza,Serrotão,-7229064999999990,-359369704
58434158,Rua João Belchior Marques Goulart,Serrotão,-7226073500000000,-359366748
58434161,Rua Antonio de Souza Badú,Serrotão,-7225837599999990,-359370398
58434164,Rua Hilda de Souza Carneiro,Serrotão,-72263076,-359373362
58434167,Rua Maria de Lourdes Lima do Nascimento,Serrotão,-72265507,-359377831
58434170,Rua Antonio Mangueira Diniz,Serrotão,-7226191399999990,-3593851739999990
58434182,Rua Isaias Bezerra de Souza,Serrotão,-722716,-359371392
58434184,Rua Manoel Buarque de Gusmão,Serrotão,Nan,Nan
58434188,Rua Maria Virgínia da Conceição,Serrotão,-72286032,-359380159
58434191,Rua Dom Helder Pessoa Camara,Serrotão,-234179777,-519667289
58434194,Rua Silvestre de Almeida Filho,Serrotão,-72295638,-359387802
58434197,Rua Eudes Rodrigues Chaves,Serrotão,-72300223,-359378545
58434300,Rua José Moisés Medeiros Neto,Serrotão,-7232551,-359225071
58434320,Rua Luís Rodrigues de Albuquerque,Serrotão,-72332765,-359322719
58434323,Rua Luzinalda Edite de Araújo Leite,Serrotão,-72342301,-359325683
58434326,Rua Sebastião Dantas Bezerra,Serrotão,-72334518,-359332
58434330,Rua José Fernandes Moscoso,Serrotão,-7233541000000000,-359336804
58434333,Rua Antônio Rodrigues Alves,Serrotão,-72336501,-359341432
58434336,Rua João Martins Sobrinho,Serrotão,-7233760200000000,-359346004
58434340,Rua Lindemberg Galdino da Silva,Serrotão,-7233839199999990,-3593505469999990
58434343,Rua Etelvina Maria do Nascimento,Serrotão,-72339106,-359355253
58434346,Rua Vinício Gonzaga de Araújo,Serrotão,-72339757,-359360171
58434350,Rua Arnaldo Lopes Fiúza,Serrotão,-72340955,-359364853
58434353,Rua Zilda Arns,Serrotão,-229900483,-434640543
58434400,Avenida Deputado Raimundo Asfora,Serrotão,-72224846,-3590479180000000
58434500,Avenida Marechal Floriano Peixoto,Serrotão,-25479955,-492479242
58434600,Rua Maria do Carmo de Oliveira,Serrotão,-72466313,-359278711
58434627,Rua Severino Francisco dos Santos,Serrotão,-72458836,-359308666
58434630,Rua Jabuticabeira,Serrotão,Nan,Nan
58434633,Rua William Alves Gomes,Serrotão,-7246380599999990,-359286715
58434637,Rua Walmir Araújo Costa,Serrotão,-72464816,-359288996
58434638,Rua Alba de Oliveira Pinto,Serrotão,-72471839,-359283844
58434640,Rua Alcides Avelino de Medeiros,Serrotão,-72481366,-359285223
58434645,Rua Nereu Gusmão Bastos,Serrotão,-72483051,-359289759
58434650,Rua Fábio de Sousa Oliveira,Serrotão,-72480726,-359295511
58434655,Rua José Honório da Silva,Serrotão,-234482001,-467115045
58434670,Rua Lídia Batista Marques,Serrotão,-7247698700000000,-359274329
58434673,Rua Cornélio Jacinto da Silva,Serrotão,-7247724000000000,-359263465
58434676,Rua Querubina Pereira dos Santos,Serrotão,-7248544799999990,-359270863
58434680,Rua Olindina Pedro Santos,Serrotão,Nan,Nan
58434683,Rua Maurílio Silva Santos,Serrotão,-72490091,-359258194
58434686,Rua Gilson Bezerra de Sousa,Serrotão,-7249414900000000,-359256336
58434690,Rua João Ernesto B. de Holanda,Serrotão,Nan,Nan
58434693,Rua das Juremas,Serrotão,-7246827300000000,-359208755
58434700,Avenida Francisco Lopes de Almeida,Serrotão,-72485785,-35922856
58434706,Rua José Nemésio de Araújo,Serrotão,Nan,Nan
58434710,Rua Heloísa Samara Macedo,Serrotão,Nan,Nan
58434990,Rua Projetada,,-237399898,-467897081
58436035,Rua Angola,Serrotão,-234740959,-4665239649999990
58436038,Rua República dos Camarões,Serrotão,-23536271,-46553217
58436040,Rua Marrocos,Serrotão,-198272129,-439927233
58436045,Rua Jamaica,Serrotão,-236391659,-4651279
58436048,Rua Rômulo Barros,Serrotão,-7228854599999990,-359464078
58436055,Rua Etiópia,Serrotão,-235669746,-465962829
58436094,Rua José Miguel,Serrotão,-223447568,-490984271
58436096,Rua Luan Sousa da Silva,Serrotão,-7227380699999990,-359479285
58436102,Rua Severina Martins de Araújo,Serrotão,-72270775,-359486819
58436108,Rua Rosa Maria Bandeira Silva,Serrotão,-7227510499999990,-359488208
58436114,Rua Eduardo Sousa Silva,Serrotão,-7227674999999990,-359491313
58436120,Rua Elias Gomes de Moura,Serrotão,-7227510000000000,-359497473
58436126,Rua José da Guia Ferreira,Serrotão,-72277568,-3594999910000000
58436132,Rua Luzinete Barbosa da Silva,Serrotão,-72281644,-359500663
58436138,Rua João Batista da Silva,Serrotão,-235559436,-4639397839999990
58436144,Rua Ademir Santos de Almeida,Serrotão,Nan,Nan
58436150,Rua José Carlos Leal,Serrotão,-72285915,-359511294
58436156,Rua William de Oliveira,Serrotão,-178541533,-414961287
58436162,Rua Rafaela Sousa Silva,Serrotão,-7226121600000000,-359506339
58436175,Rua Guilhermina Florença da Silva,Serrotão,437695604,112558136
58436180,Rua João Vicente dos Santos,Serrotão,-194512049,-4259006249999990
58436185,Rua Severino Vicente dos Santos,Serrotão,-7225941499999990,-359515346
58436210,Rua José Camilo da Silva,Serrotão,-213114154,-518355925
58436220,Rua Aristides Olímpio Maia,Serrotão,-7215502400000000,-359499494
58436235,Rua Ulisses Guimarães,Serrotão,-229125288,-4320543869999990
58436240,Rua Epitácio Uchôa,Serrotão,-7226132,-359495501
58436250,Rua Jonas Brasileiro,Serrotão,-72253341,-35948936
58436740,Praça do Amor,Serrotão,Nan,Nan
58436750,Rua José Gomes da Silva,Serrotão,-228807222,-420270838
58436790,Rua Nossa Senhora das Dores,Serrotão,-235703195,-465337828
58436800,Rua Maria Amélia Sobrinho,Serrotão,-72077004,-359447947
58436810,Travessa Maria Amélia Sobrinho,Serrotão,-72077004,-359447947
58436840,Rua João Pedro Ferreira da Silva,Serrotão,-72092339,-359403543
58437605,2ª Travessa João Pedro Ferreira da Silva,Serrotão,-72082989,-359404019
58437610,1ª Travessa Santa Terezinha,Serrotão,-72107774,-359251978
58437615,Rua Sebastião Calixto,Serrotão,-196295153,-432194272
58437620,Rua Padre Antônio,Serrotão,-236103371,-466865679
58437630,Rua Maria F. L. de Queiroz,Serrotão,276648274,-815157535
58437635,Rua Josemar dos Santos França,Serrotão,-7209846099999990,-359380737
58437640,Rua Balbino Alves Barbosa Filho,Serrotão,Nan,Nan
58437676,2ª Travessa Santa Terezinha,Serrotão,-27602433,-485386149
58437680,4ª Travessa Santa Terezinha,Serrotão,-72081768,-3594047219999990
58437690,Rua São Januário,Serrotão,-228957753,-432268066
58437693,Rua Eutália Henrique de França,Serrotão,Nan,Nan
58437710,Rua São Malaquias,Serrotão,-7210903399999990,-359301877
58437715,Travessa São Malaquias,Serrotão,-7210903399999990,-359301877
58437720,Rua Isaías Sousa do Ó,Serrotão,-72100549,-359320059
58437740,Travessa Manuel Mota,Serrotão,-72110211,-359377418
58437747,Travessa Francisco Afonso,Serrotão,-72086011,-358870209
58437750,Rua Luiz Malheiros,Serrotão,-72125785,-359260521
58437755,Rua Roquete Pinto,Serrotão,-235794804,-46713206
58437800,Rua Santa Terezinha,Serrotão,-300406869,-5121007909999990
58437803,5ª Travessa Santa Terezinha,Serrotão,-276024412,-485385767
58437830,Rua São Luiz,Serrotão,-110106814,-3721935550000000
58437835,Rua Nara Leão,Serrotão,-235069519,-475151177
58437838,3ª Travessa Santa Terezinha,Serrotão,-121193751,-384181821
58441000,,São José da Mata,Nan,Nan
58443000,,Lagoa de Dentro,Nan,Nan
58443970,Rua São Geraldo,Centro,-235329204,-466656208
58444000,,Catolé,Nan,Nan
58444970,Rua Ariquimedes Souto Maior,Centro,-7211446500000000,-358936247
58400010,Rua Vileneuve Honório Maia,Centro,-7216171,-3589296849999990
58400016,Rua Luís Soares,Centro,41560862,-84065129
58400068,Rua Coronel José André,Centro,-72199892,-358871229
58400074,Rua Bartolomeu de Gusmão,Centro,-235858386,-466322589
58400095,Calçadão Jimmy Oliveira,Centro,Nan,Nan
58400300,Rua Sebastião Donato,Centro,-72236826,-35887234
58400490,Rua Coronel João da Costa e Silva,Prata,-72227469,-358997066
58400800,Rua Doutor Acácio Figueiredo,Monte Santo,-7214392500000000,-359005038
58401128,Rua Coronel Severino Alves da Silva,Palmeira,Nan,Nan
58401381,Rua Coronel Américo Porto,Lauritzen,-72143545,-35880335
58401498,Rua Reverendo Augusto Santiago,Alto Branco,-7206174999999990,-35876784
58401520,Rua Mestre Honório,Alto Branco,-72057139,-358757439
58401574,Rua Avani Cassimiro de Albuquerque,Alto Branco,-72011067,-358793669
58401753,Rua Aluska Santos Andrade,Alto Branco,-72064287,-35885292
58402220,Rua Girardino Copozzoli,Jardim Tavares,Nan,Nan
58402223,Rua Manoel José de Oliveira,Jardim Tavares,-83350688,-364108414
58402585,Rua Manoel Firmino de Souza,Nações,Nan,Nan
58402600,Rua Adauto Travassos de Moura,Nações,-72037062,-358854575
58402703,Avenida México,Nações,32752621,-1171969144
58403390,Rua Maria da Luz Agra,Jardim Continental,271766701,7800807449999990
58404038,Rua Raimundo Nonato da Nóbrega,Jeremias,-72082232,-358980465
58404118,Rua João Bosco Vasquez,Jeremias,-71988384,-358971169
58404205,Rua Manoel Alexandrino de Araújo,Jeremias,-72037695,-359013278
58406550,Rua João Evaristo da Silva,Nova Brasília,-201038511,-449671058
58406760,Rua Míriam Alves de Melo,Nova Brasília,-72227523,-358646399
58407277,Rua Paraná,José Pinheiro,-235508699,-46618301
58407303,1ª Travessa Tomé de Sousa,José Pinheiro,-25248268,-442812389
58407313,Rua Severino de Branco,José Pinheiro,-72192419,-358699405
58407394,2ª Travessa Estácio de Sá,José Pinheiro,Nan,Nan
58407441,3ª Travessa Antônio Bernadino de Sena,José Pinheiro,-72263176,-35871224
58407555,Rua Mário Andreaza,José Pinheiro,-87711171,-6382712489999990
58407631,Rua Julia Agra Ferreira,Mirante,-7235336999999990,-358667869
58407685,Rua Jovino do Ó Sobrinho,Mirante,-7235346300000000,-358645649
58410077,Travessa Paraíba,Estação Velha,-99280978,-6782824529999990
58410160,Rua Otacílio Nepomuceno,Catolé,-72337651,-358730966
58410217,Parque da Criança,Catolé,-7226820300000000,-358780861
58410238,Rua Padre Aristides Ferreira da Cruz,Catolé,-72296744,-358828253
58410340,Rua Vigário Calixto,Catolé,-7243378,-358791049
58410353,Rua Ana Firmino da Costa,Catolé,-7232940399999990,-358817104
58410418,Rua Julio Severino de França,Catolé,Nan,Nan
58410453,Rua Severino Cândido Fernandes,Catolé,-72405727,-358806655
58410515,Rua Aprígio Ferreira Leite,Catolé,-72456152,-358821157
58410565,Rua Aroldo do Nascimento Cabral,Catolé,-72481275,-358834197
58410571,Rua Antônio Francisco do Bu,Catolé,-7249774599999990,-358839443
58410615,Rua Gileno Bezerra do Nascimento,Sandra Cavalcante,-7239881099999990,-358777835
58410860,Rua Manoel Alves de Oliveira,Sandra Cavalcante,-7249951299999990,-358810307
58411105,Rua Tenente Adelino Barbosa de Melo,Itararé,-7249680400000000,-358796506
58411155,Rua Severino Gonçalves de Menezes,Itararé,-7255663900000000,-358841161
58411380,Rua Francisca Maria de Souza,Distrito Industrial,-234844314,-465978083
58414165,Rua Neco Belo,Liberdade,-7236287099999990,-358960101
58414290,Rua Claudino Gabino de Oliveira,Liberdade,-72460122,-358887443
58414370,Rua Aprígio Pereira Nepomuceno,Liberdade,-7243500999999990,-358954198
58414560,Rua do Juá,Tambor,-23612661,-466354209
58414565,3ª Travessa Jose Sebastiao da Silva,Tambor,-7232244,-35915327
58414672,Rua Álvaro Pinheiro Guedes,Tambor,-7255537899999990,-358934955
58414678,Rua Otávio Neiva Freire,Tambor,-7255061,-358933953
58415096,Rua Laura de Souza Mangueira,Jardim Paulistano,-72535968,-358989853
58415102,Rua Professora Áurea Ramos,Jardim Paulistano,-7253584000000000,-358980766
58415105,Rua Professora Maria José Medeiros,Jardim Paulistano,-72547067,-358974946
58415176,Rua Walter Soares de Andrade,Jardim Paulistano,-72513369,-358968302
58415195,Rua Clóvis Agra Brandão de Queiroz,Jardim Paulistano,-7250120399999990,-358988736
58416225,Rua Valdy Araujo Gama,Quarenta,Nan,Nan
58416240,Rua Santa Rita,Quarenta,-235301605,-466090841
58416293,Rua São José,Quarenta,-229046253,-431744762
58416295,Rua Santa Maria,Quarenta,326479337,-169009359
58416343,Rua Josefa Ferreira,Santa Rosa,-207933904,-517337838
58416565,Rua Alice Carneiro,Santa Rosa,-7233763199999990,-359054355
58417643,Rua Luiz Gomes da Silva,Presidente Médici,-37062994,-3866755
58418112,Rua Domitila Castro de Almeida,Velame,-7259879300000000,-359095519
58418124,Rua Inácio Virgínio Guimarães,Palmeira Imperial,Nan,Nan
58419250,Rua André Dias Pereira,Velame,-7287388000000000,-358945042
58419255,Rua João Nogueira de Arruda,Velame,-72888832,-358940246
58419270,Rua Maria Aparecida Silva,Velame,-227728009,-451885584
58419323,Rua Antônio Pereira de Almeida,Velame,-224460997,-454866475
58420114,Rua José Soares de Carvalho,Velame,-6854214,-354974917
58420123,Rua Jomar Azevedo Moura,Velame,Nan,Nan
58420130,Rua Manoel Ferreira dos Santos,Velame,-234424842,-46346883
58420133,Rua Santino Freire Andrade,Velame,-221246979,-513734832
58420255,Rua Pedro G. Barbosa,Velame,Nan,Nan
58421005,Rua Ilma Ramos Lucio Pedrosa,Acácio Figueiredo,-7259535099999990,-359121844
58421340,Rua João Severino da Silva,Acácio Figueiredo,-228772781,-435714031
58421658,Rua Rui Costa Barreto,Cidades,-7274614700000000,-35932579
58421740,Rua Ubajara,Cidades,-23547672,-4658755499999990
58423038,Avenida Santos,Três Irmãs,394577377,-1212913787
58423050,Rua Teresina,Três Irmãs,-235634949,-4658327509999990
58423720,Rua Maria Hosana Lelis,Três Irmãs,-72526359,-359344131
58423815,Rua Antônio Correia da Silva,Três Irmãs,411765076,-8642438799999990
58424202,Rua Moacir Farias Leite,Três Irmãs,-72536884,-35937324
58424210,Rua Professor Gilberlan Monteiro,Três Irmãs,-72547092,-359361734
58424213,Rua Maria José Bezerra de Carvalho,Três Irmãs,-72602306,-359346775
58424218,Rua Picui,Três Irmãs,-228614287,-433552223
58424220,Rua Radialista Miguel da Silva,Três Irmãs,-7256187799999990,-359379692
58424223,Rua Moacir Veiga de Melo,Três Irmãs,-72571517,-359377617
58424225,Rua Irio Palmeira da Nobrega,Três Irmãs,-725695,-359358616
58424227,Rua José Ferreira Ramos,Três Irmãs,-70806703,-348372223
58424229,Rua Pastor José Lopes de Albuquerque,Três Irmãs,-725951,-35933033
58424232,Rua Reverendo Gilson Lima,Três Irmãs,-7257921499999990,-359358507
58424235,Rua Doutor Raimundo Maia de Oliveira,Três Irmãs,-7260928300000000,-359366065
58424715,Rua Amaury Araújo de Vasconcelos,Três Irmãs,-72709423,-359365421
58424717,Rua Irmã Zuleide Porto,Três Irmãs,-7271878999999990,-359350927
58428036,Rua São Braz,Centenário,-228912784,-432867915
58428042,Travessa Vicente Correia,Centenário,-7228705000000000,-358999395
58428120,Rua Capitão Domingos Cariris,Centenário,-72278027,-35903877
58428500,Rua Manoel Serafim da Costa,Pedregal,-72241751,-35909501
58428660,Rua Oswaldo Cruz,Bela Vista,-239646851,-463215779
58428757,Rua Pedro Feitosa Neves,Bela Vista,-721976,-359038447
58428778,Rua Otília Donato,Bela Vista,-7220523699999990,-358992017
58429320,Rua Porfírio Catão,Universitário,-7207732699999990,-359095837
58429625,Rua Aloisio Batista da Silva,Universitário,-7209304899999990,-359212876
58430005,Rua Luis Gustavo de Souza,Bodocongó,Nan,Nan
58430059,Rua Inez Caetano de Oliveira,Bodocongó,-7197235900000000,-348345596
58430660,Rua Marinaldo Vitorino Batista Filho,Bodocongó,-72226179,-359245183
58430780,Rua Francisco Afonso,Bodocongó,-7215275300000000,-359263317
58431000,Rua Emiliano Rosendo da Silva,Novo Bodocongó,-72078023,-359222515
58432145,Rua Josefa Maria de Oliveira,Dinamérica,-7233272899999990,-359117857
